,free_text,label_id
1343,Mẹ em kiến_nghị cho nghỉ học thêm 1 tuần nữa ạ,0
1344,Giàu thì nói gì cũng được chị ơi,1
1345,Học_sinh suất sắc,0
1346,"Ai bieu ngu , lam Tao_Lao chi , an trom vao nha có bao nhieu tien dua het cho no Thi khg có toi , nho chua . Bai hoc cho nhung nguoi có tien ma de danh .",0
1347,Vừa giàu lại có nhận_thức tốt còn gì bằng : ) ),0
1348,Đây anh ơi,0
1349,soái ca trong ngôn lù đây sao,0
1350,Có mình hieu oi oi có duyên lắm,0
1351,Làm_sao thế_này ?,0
1352,"Bố này bênh Tầu cộng và chống lại nhân_dân HK đây . Chả thế_mà lại kêu_gọi không can_thiệp khi cảnh_sát trung cộng xịt vòi_rồng , bắn đạn hơi cay vào dân HK . Kêu_gọi k can_thiệp khi trung cộng dày xéo lên nền dân_chủ của người HK .... túm lại là đang ủng_hộ bạo quyền",2
1353,Nghe có_vẻ vô_lí nhưng thuyết_phục,0
1354,"ủa người ta không phải chống_chọi với thiên_tai thì người ta giúp_đỡ bằng tiền , bằng vật_chất , THẾ_LÀ SAI À @ _ @",0
1355,Hau_Nguyen rảnh loz hả bà nội,2
1356,"Tao chửi không phải vì tao hung_dữ , tao chửi để cứu_nhân_độ_thế , giúp_đỡ chúng sanh",0
1357,"ANH_EM MÊ BANH BÓNG THUA THA MẤT PHƯƠNG_HƯỚNG KO TỰ ĐÁNH ĐƯỢC THÌ VÀO THAM_KHẢO KÈO FREE TRÊN TƯỜNG : Hoàng_Cửu_Long . KÈO MIỄN_PHÍ UY_TÍN , TIN CHO ANH_EM KHÓ_KHĂN",0
1358,"Hoài_Phương_Trần hqua bảo nó bồi_thường 1 tỉ , 1 tỉ còn k mua đc cái ý_thức",0
1359,"mỗi ngày gần 30 người chết , éo biết ngày_mai còn sống để ăn mì gói nữa ko mà ở đó chờ đến 60 tuổi - _ - lỡ may chết đi éo biết tụi bây có trả cho nhà t ko ?",0
1360,"mình cũng băn_khoăn cái này trước cá chết nhiều đéo màu_mè gì giờ cá đéo chết thì nước lại có màu , nghi_án đổ ít màu cho loang ra mị nhau , rồi tối tối đi đổ ít nước gì đó cho cá ở đâu_đó hồ nào chết hàng_loạt để gây hoang_mang và phân_tán dư_luận , cái dmd",1
1361,Lê_Hoàng_Thuỳ_Khuê đây mới là bà tổ trend cánh hoa mng ơi,0
1362,Bán_Nam bán Nữ,1
1363,Nhiên_An thế_này . Họ phân ra các trường_hợp tiếp_xúc làm 5 loại F. Và Kit xét_nghiệm chỉ chuẩn đoán là có hay không nhiễm viuss . Sau đó là lấy mẫu đưa các trung_tâm pasteur như Nha_Trang Hà_Nội HCM xét_nghiệm phân_tích viruss rồi có kết_quả thì công_bố,0
1364,Cô đẹp mà quý_phái quá ,0
1365,"Ông này nói bậy nhiều lần , máy năm về trước_tiên đoán Cs sẻ giải_thể để cho họ Đào lên thế vậy_mà bây_giờ cũng còn dám bố nữa . Chắc dịch_bệnh nhiều quá quần_lót khan_hiếm khó mua cho_nên không thấy ông ta trùm cái mặt lại",2
1366,Nó xui vl,0
1367,Đức có 1040 ca mắc mà không có trường họp tử_vong thì nể với cách họ kiểm_soát dịch vl,0
1368,ホアン ラム・ ibx nha hehe,0
1369,Page_Phá hoại nè,0
1370,路,0
1371,Đỷ mẹ,1
1372,蠟蠟蠟,0
1373,Ò để thử nghe ! !,0
1374,"Khong nha khong cua khong tien khong bac tron mot thoi gian gio moi xuat hien ha em Hong_Mai , suot ngay co chieu cho card dien thoai roi keu may em_trai show hang .",0
1375,Wow,0
1376,Ca sĩ : ) ?,0
1377,Thà im_lặng còn giữ dc tình bạn . tỏ_tình xong thành 2 người dưng,0
1378,Trung_Marvel,0
1379,Nếu cần phải bắt nó mang đi luôn ấy chứ,0
1380,nhìn bọn có ny chụp ảnh với nhau : ) ) ),0
1381,Chúng_ta lúc này,0
1382,Chị đẹp quá chị ơi như bà hội_đồng hồi xưa,0
1383,Chửi duyên dễ_sợ,0
1384,giống như 2 giọt nước : ) ),0
1385,Được anh ơi,0
1386,Nice,0
1387,Những câu cuối nghệ_sĩ_nhân_dân bác Hổ_Tiger  của chúng_ta đã giác_ngộ ra . ,0
1388,anh ơi em muốn làm fan cứng ,0
1389,Vay con ngheo cho con 10tr mua gao chi oi,0
1390,"tao ngại phải dùng cái từ này nhưng_mà ko nói ko được : ' óc chó """,1
1391,Chấp hểttttttt,0
1392,Sống chậm lại các bạn,0
1393,Thằng_cha ở phía sau cười kà .,0
1394,2022 hẹn gặp idol,0
1395,Tất_cả cũng chỉ vì chữ tiền : ),1
1396,Lê_Mến chắc có đó bạn = ) ) ) ) người còn có sz cơ_mà ^ ^,0
1397,"Ai biết ở đâu bán giầy kia k , hàng face thôi",0
1398,yes,0
1399,Mấy cái líp này củ rồi . Video mới nhất.ba ̀ này đã khóc và cúi đầu xin lỗi rồi . Mọi người tha thứ cho cô ta đi,0
1400,Má ơi 600/700 triệu ship / tháng cho bưu_điện . Nói vài chục tạm_thời còn có người tin ,0
1401,Clear gầu clear luôn cả chuỗi,0
1402,"Ôi , người thầy khen mình cao tại ASUS đây mà = ) ) ) )",0
1403,like r_anh,0
1404,Trung_La_Hán,0
1405,: /,0
1406,Nhìn chị đẹp gái wá . Em chúc chị đẹp mãi trẻ mãi không già,0
1407,Xin_lỗi em vì đã yêu em trong thời_điểm kh có gì trong tay .,0
1408,th đc r thầy,0
1409,Xướng nhất Abe = ) ) iu thầyy,0
1410,"B52 ơi , Bé hư lắm nhaaaaa = ) ) )",0
1411,"Vài cái vở này cứ diễn đi diễn lại thấy nhàm quá , dân nghe nhiều thấy tởm",1
1412,vô_chính_phủ mà,2
1413,"Hoàng_Dương bạn k thể quy_chụp những thành_phần thiếu ý_thức đó là dân VN được bạn nhé , nạn trộm gà vẫn đầy chẳng_qua là do thiệt_hại của nó ít với không dã_man bằng thôi bạn ạ .",0
1414,Tay_trong tay ngoài đủ loại tay ,0
1415,Hay quá aba ơi thưởng cho cái thơm má nè,0
1416,An_Ngô,0
1417,Ở diễn_đàn khác,0
1418,Phạm_Văn_Lộc oker_lộc,0
1419,thuyết_phục thực_sự,0
1420,chị lùn mà,0
1421,Cực_kì thuyết_phục ! ! ! !,0
1422,Quốc_sư Cali là đây,0
1423,Nguyễn_Minh_Hiếu_Hoàng Thì sao m : ) ) ),0
1424,Hóng nào,0
1425,"Draagon_Tyni chuẩn , thật_sự bài này k hay , nghe đc nữa bài tắt luôn , thôi_thì hi_vọng bài sau ok hơn",0
1426,Trần_Thị_Ngọc_Anh ngang thế ? Đã là ổ dịch còn đòi đi hiến máu : ),0
1427,Nhờn à : v,0
1428,chuẩn mẹ rồi . Mạng vô ko đc đúng ức_chế,1
1429,Anh cút cm luôn hộ em cái 藍藍,0
1430,Yến_Nguyễn_check ib,0
1431,Dân InDo thật có_lẽ bọn fan ủng_hộ chứ jack hát kiểu nhạc buồn hay hơn mong_đợi sản_phẩm như là đom_đóm,0
1432,Chi ba oi kho lam cho e ich voi cuou e voi Chi ba 0917416708,0
1433,Giám_đốc phố bolsa vũ hoàng lân mới ngầu chứ = ) ) ) ) ) ),0
1434,Ngọc_Hào ghi nguồn dô,0
1435,Con thắm.m dí L vào hộ cái,2
1436,Ae cho hỏi team đã chắc xuất đi thái chưa vậy,0
1437,: v vậy muốn giết ai đó chỉ cần đi làm dân_quân và có 1 tí tiền ! ở 2 năm là ra thôi có_khi ân_xá ra sớm !,0
1438,Nhac nhu lông lon thế chả bi hạch ,1
1439,bánh_mì pewpew : v,0
1440,thặt là tốt_bụng : ) ),0
1441,Tóc lữ bố đẹp hơn,0
1442,Thuyết_phục cái đell gì đâu_đâu cũng thuyết_phục,1
1443,Tao chịu status này đó AD tụi dlv nghe nhột ko tụi bây kaka,2
1444,Vy_Thao_Nguyen,0
1445,Nghe có_vẻ vô_lí nhưng thuyết_phục sự vô_lí của hợp_lí trong vô_lí của sự ko hợp_lí đó và sự ko hợp_lí đó lại tiếp_tục rất thuyết_phục cái hợp_lí của ko hợp_lí : v,0
1446,Chúc_mừng abe nhá,0
1447,Chúc bác Trần_Dần sức_khoẻ chứ bác có gì là tụi con buồn lắm đó hahaha,0
1448,12:57 OK,0
1449,Tiến_Dũng = ) ) ghét đéo đâu haha,0
1450,Lan_Hương bớt hỏi !,0
1451,Tui còn chưa được thử cảm_giác đánh rank đây : ),0
1452,Học_sinh xuất_sắc = ) ),0
1453,"Mặc_dù thích nghe nhạc Jack lắm nhưng thể_loại nhạc này khó nghe cực . Mặc_dù giọng , beat vẫn ok nhưng t thấy Jack có_vẻ k hợp với màu nhạc này",0
1454,Trung_Now never dieeeeeeeeee,0
1455,Có cl,1
1456,Khoa_Nay_Đã_Lớn : D,0
1457,Thôi mà thầy,0
1458,Thầy ba quang game ghê quá ... ra là chết đầu,0
1459,Mọi chuyện rồi cũng sớm qua thôi . VN mà đâu dễ gì đánh_bại đc,0
1460,nhìn quả mắt không yêu_thương nổiiii,0
1461,"Bị dụ mà , giờ mới khôn ra hơn trước chứ",0
1462,Chai sting vô đầu nhá thầy_cô lập cl à,2
1463,oke thầy,0
1464,Huyen_Huyen ừ . Xét_nghiệm lần 1 âm_tính rồi . ,0
1465,Lê_Hoàng_Trần vậy còn thời_gian sử_dụng 50 năm với 2 năm thì giải_thích sao bạn ? ?,0
1466,"Bay len ma bay den 46lan ah , cai dit cu may",2
1467,tặng abe cái nà,0
1468,Em xinh gái quá . Da căng mịn màng . Nhưng mũi hoi lệch á,0
1469,"Cũng khó , lý_thuyết vs thực_tế rất khác nhau , nên phải cố_gắng thôi chứ biết sao h .",0
1470,Lại từ NƯỚC_NGOÀI về,0
1471,Thánh đập bàn 藍藍藍,0
1472,Sì tai mới của a be diện đồ_ăn tết xuân đến xum zầy,0
1473,Hoàng_Lê_Bảo_Trân mình bảo nhiều tiền quá kb làm gì nhé b  chứ mh k nói là ép_buộc phải đi làm từ_thiện  b đọc kĩ hộ mh nhé = ) ),0
1474,Chẳng khác_nào hoa lài cặm bãi shit trâu : ) ) ),1
1475,Con chúc cô nhiều sức_khoẻ,0
1476,Phuong_Anh_Pham không ổn r bạn : (,0
1477,Lương thong_thả 7-8 triệu thôi là đủ ngày_ngày ăn tôm_hùm cua hoàng_đế thay cơm cũng đc rồi : ) ) ),0
1478,"Đâu phải ai cũng có ý_thức , còn rất nhiều người chủ_quan với dịch_bệnh này ",0
1479,< 3 1 triệu sub cho abe < 3 Đồng_hành cùng em sau bao ngày cà_khịa thầy < 3,0
1480,Ghép nhạc quá_đáng vl : ) ),0
1481,Nhìn con này thấy gê quá,2
1482,Đình_Quang cx đúng nhưng nó sẽ làm ta nhận ra rằng bản_chất của ng kia rõ hơn,0
1483,Sợ tím người ! ! !,0
1484,Chi ba chui cho hon cho con no nhuc 0987991668,0
1485,Nào chưa có vợ thì sao dỗi vl,1
1486,"Đinh_Tuyết_Nhung xúc_động quá m ơi , hay hơn học lịch_sử nữa",0
1487,Vi_Hạ_Lam thương chị tôi,0
1488,Tưởng_NTN nữa chứ hết_hồn à,0
1489,9 bệnh_nhân được truyền máu : ) ) ) ) ) ) toang,0
1490,Nhà vô_địch,0
1491,Này của anh ba luôn phải không ? Hay của thầy selaaaa : v,0
1492,"chúng_nó mà biết tính cho dân thì đã ko pháo_bông vớ vẫn , tượng đái lung_tung và hàng đống công_trình ngàn tỷ đắp chiếu ... ! tuy_nhiên chúng lại tính cho chúng rất giỏi ! thằng nào cũng lương có hơn chục triệu vnd mà ở lâu_đài đi siêu xe_con cái học nước_ngoài ko hà ! hay chưa",0
1493,Tùng đáng iu quá ra đây cho chị ôm cái : v,0
1494,thầy nhớ mang vinh_quang_về - nghệ_sĩ hài_hước clm,0
1495,Vu_Thanh_Hai phải để quả này mới đẹp,0
1496,Khi ai đó nhắc bạn quên kéo dây kéo thì bạn tụt mẹ nó xuống luôn : ) ) ),0
1497,Ae sống chậm thế : ),0
1498,Xạo lồn quá cj ơi,2
1499,Văn_Dương_Lê_Trí kh thấy tao lên trường là hiểu rồi ha : ( ( (,0
1500,"chỉ có ở vn , thiếu vật_chứng thì ... đi lượm",0
1501,Thôi dmm khỏi làm đi . Để dân bọn tao đi ô_tô khách cũng dc .,0
1502,Chưa thấy giáo_án 24h ngoài đường mô nha thầy . - .,0
1503,Đr bạn,0
1504,1 giáo_án mới = ] ] ] ],0
1505,Quang_Ly để coi im_lặng đc kg,0
1506,Dương_Tiến_Đạt đến con_người vs con_người bạn con phân_biệt vùng miền . Ấy thế_mà đi thương con chó .,2
1507,Duma.nhỏ cà chớn lớn cà_khịa @ @,1
1508,Ra ngoài này lập nghiệp thôi : v,0
1509,Nguyễn_Tùng đầu trọc là k có xinh đâu,0
1510,Lại bảo không xinhhh đii,0
1511,"Ko thấy hay , hay_là ko hiểu đc cái hay của nó ? ? ? ?",0
1512,"Đây là Táo_Liên_Quân , còn năm nay sẽ có Táo_Quân vi_hành diễn bên CH Séc , ở VN sẽ thay bằng chương_trình khác cũng do Đạo_diễn Đỗ_Thanh_Hải làm .",0
1513,Nguyễn_Khánh anh tôi_tối qua ngủ với 3 con mãnh_thú rồi = ) ) ) ),0
1514,1 tỷ ko bằng miếng vải chùi lol mà_lại giựt 100 mấy triệu của Minh_Hiếu ,1
1515,May quá mình có fan cứng nhưng kb có đc ngẫu_nhiên k : ) ),0
1516,chơi mini game hàu có bút,0
1517,Khả_Quỳnh . ,0
1518,Gái còn trinh mà cây đinh đứng xững,1
1519,Yêu abe,0
1520,Chi khoẻ không_chỉ yêu,0
1521," . Ông_già , nhưng đg quyền rất dẻo .... hahaaaaaa ... ",0
1522,con_so đuôi tròn con sam đuôi tam_giác nhé,0
1523,ng việt đi khắp 5 châu nhưng không phải du_lịch : 3,0
1524,Ngon đú ! ? 藍,0
1525,Thương cô quá  cô thật_thà dễ_thương iu quá à,0
1526,ở VN có bọn dư_luận_viên ăn_tiền tài_trợ từ TQ . Chấp_nhận kiếp sống chó_săn : ),2
1527,Thể loại quần gì đây .,0
1528,Cường cái địt con_mẹ chó công_an . chúng_mày cũng chỉ là 1 sản_phẩm óc chó cộng_sản đào_tạo .,2
1529,khiếp tận 4 số cuối - . -,0
1530,như_ý ad đây,0
1531,Nguyễn_Hiền nó lại hợp với cái này  vl : ) ) ),0
1532,Ăn_mừng con gà nha Thầy = ) ),0
1533,Thối_nát,0
1534,hi_vọng : ) ),0
1535,Cho nghỉ học đi bác = ] ] ],0
1536,A3 bị chúng lời nguyền rùi,0
1537,"Xin hỏi ké ngoài_lề chút thưa tiên_tri Trần_Dần ( sorry anh Lân ) : ” ở vũ_trụ trễn , ông có thấy mọc ra một cái ... thiền am nào không ạ , độ từ tết_Dương_lịch đến giờ ? . Nếu có , tiên_tri nên ghé chơi vì có 1 giáo_chủ râu dài ở đó sẽ tươi_cười hồ_hởi nghênh_tiếp bạn hiền , có dàn_nhạc bolero chào ông đó ạ ! ” ",0
1538,này phải đi triển khai nhiều : 3,0
1539,Hôm_nay cũng là xức sắc luôn : ) ),0
1540,Đụ_mẹ chị Witch của tao = ) ) ) ),1
1541,Mọi người xin dành 1 chút thời_gian nguyên góp mỗi người 1 like vào ảnh đại_diện của tôi được hong : ) ),0
1542,Number 1,0
1543,Mấy thằng k chịu tìm_hiểu đọc được cái tít cắt_xén của thằng ad rồi vào sủa : ) bây_giờ cmay thích đánh TQ nhưng thằng nào dám ra_mặt trận hay chỉ ngồi nhà gõ phím cho sướng tay ? Ai cũng ghét TQ nhưng cắt đứt với nó nước mình được lợi gì ? Ở thế trung_lập không theo nước nào mà cũng không quay lưng với nước nào há chẳng phải là kế_sách đối_ngoại khôn_ngoan ?,2
1544,Tương_lai thanh_niên Bến_Tre đổi qua nghề ' Trộm ' hết .,1
1545,Nguyễn_Thành_Công_Nguyễn Đức Tú : ) ) vẫn tấu hài,0
1546,Quang_Minh cái lồn má,1
1547,Ok tùng,0
1548,Tôi đang xem cái gì đây trời.kg đủ can_đảm để xem tiếp nữa.chạy nhanh ra thôi,0
1549,Chuẩn nét chưa,0
1550,Mạng nguoi rẻ bèo,1
1551,T k care lắm : ) ) Cảm thấy chán hơn mọi năm nên chả muốn xem = ) ),0
1552,hâhhaa,0
1553,Dell hiểu cười méo j,1
1554,Vô khoe fan cứng ,0
1555,cừng gì . toàn ăn_tục_nói_phét thôi,0
1556,đéo phải tiền bọn nó nên nó mới kinh_doanh ngu như chó thế . Tiền của nó thì nó đã khác,2
1557,Trông chán không,0
1558,Hoa_Kita Nguyễn_Vũ_Hà_Vân ôi các bạn đi làm cẩn_thận nhé ,0
1559,Đồng Nhung kb chị Nhung phả lại có giàu hongg ta : >,0
1560,Đéo thể tha_thứ được  càng nói càng xạo quần,1
1561,"thành quảng_cáo bút , đàu tư vại",0
1562,Bên Anh kiểu thế thảo_nào nhiều người dính,0
1563,An xuyên nè,0
1564,Cho tao hỏi miền ngoài là miền đéo gì vậy ,1
1565,Hồ_Quang Huy : ) ),0
1566,Bomman chấp_nhận thua r,0
1567,Và trong “ Sena ” cũng địt có chữ G nào luônnn : 33 ( j 4 f ),0
1568,Sao dạo này k ai nhắc tới a Cường của tao hết dị ..,0
1569,"Ông ý là quan nên đc lính mời nhậu nhiều chẳng mất tiền nhậu bao_giờ sao biết 2,3 bữa đc",0
1570,Quốc_Dũng xin luật_sư khai_sáng cho dân_đen ạ,0
1571,Ngon lắm anh ạ襤,0
1572,Linh oi mày đừng về cần_thơ nữa,0
1573,Uyên_Uyên sao nó k chết thay ng khác nhỉ . Khôn thế quê tao mồ xanh_cỏ cả rồi,1
1574,Oke năm nay ở nhà xem = ) ) ) ),0
1575,"chi chui nhu vay con cai chi nghe , toi kg biet chi se day con nhu the nao ? Chang le cac chau cung se noi got nhu me .",0
1576,Như thằng điên,1
1577,Xem kênh Mixigaming hơn 1 năm qua nhưng các bài viết trên fb chỉ yêu thích có đc coi là fan cứng kh nhờ : v,0
1578,Huỳnh_Châu chết Thầy tui,0
1579,Tết_nhất là phải có tóc đẹp để vuốt vuốy nha mấy cô_chú,0
1580,: v,0
1581,Kiên ăn đc hải_sản tưởng hay ,0
1582,Suy_diễn như cái cc.Đi so_sánh khập_khiễng vkl.Thử đứng ra kêu_gọi đc cả đống tiền như ngta k mà ngồi rảnh lồn đi phán : ) ) ),1
1583,Đc a ơiiiiii,0
1584,Giờ này mí thấy đổi ảnh . Trend hồi sáng tới giờ,0
1585,Chi đep púa chi ơi chi đeo vang dử da cho e vói,0
1586,Tấn_Thời nếu làm theo mấy bài trước thì sẽ bị nói là 1 màu,0
1587,Hồ_Thị_Trúc_Phương uak .. khoảnh_khắc huyền_thoại ra_đời 藍藍,0
1588,rồi ổng lại say lại khổ các a thôi,0
1589,Nghe có_vẻ hợp_lí nhưng cũng rất thuyết phuc,0
1590,đoán xem,0
1591,03 ? ? ?,0
1592,Ủa cái này trend bên VN thời sửu nhi 9x mà ta ,1
1593,Kien_Ne bố jack cmay mới nổi đc năm thằng thánh nện kia n nổi lâu rồi k có cty thì tuổi cẹc mà nổi đc như giời ngồi mà lo tr thế_giới lo mà ăn vào mồm cho no ấy,2
1594,"Nhỏ thì muốn lớn , lớn thì muốn nhỏ",0
1595,Huyền_Võ thầy của bạng nè bạng iu,0
1596,Vinh lũ_lụt hả . Sao lại gửi tiền cho mấy cái giáo_xứ vùng đó k lũ nhỷ : - D,0
1597,Thảo_Ngọc ủa biết chơi hả,0
1598,Đồng_bọn con đó khi biết tin,0
1599,Nó dui gần chết . Clip này là cười xĩu luôn á,0
1600,This is Cường7núi,0
1601,Xin với bro à,0
1602,Cực_kì thuyết p .....,0
1603,Sao tao phải trả tiền mạng để đọc mấy cái tin_tức lol này vậy.quang hải là thằng nào mà quan_tâm vcc vậy.nó đi ỉa giờ nào chắc cũng đăng báo,2
1604,Mua đồ hồg mặt từ bé bảo sao nó ko thik súng ( ( :,0
1605,Vì thầy xạo lol nè,2
1606,Clip ngoại_hình của em  chắc đủ ứng_tuyển,0
1607,Để bố xọc chết con_mẹ nó,2
1608,Vũ_Đạt rất_chi_là tốt = ( (,0
1609,Võ_Minh_Hiếu rep ib bạn,0
1610,Cô my cho ăn chai sting vô đầu nha thầy,2
1611,Abe đang ở HN nha ae ,0
1612,ホ_タオ sau ta hợp_tác lm 1 đứa cưng nhé .,0
1613,Vừa dẹp vừa quý_phái,0
1614,Khổng_Mỹ_Duyên nó lại hợp li vl,0
1615,Đk anhhh,0
1616,Tụi mày k bt đấy chứ ..  ... mấy tấm hình đó ... nếu ghép lại .. là 1 đọc rap,0
1617,sức hút,0
1618,"Uh page mới bị hack đó , tao là ad mới nè . Cmt này dc 69 like lát mình post chuyện ngôn tình cho các chế đọc nha = ) )",0
1619,Nguyễn_Thành_Luân ok ok like,0
1620,C dep gai ma noi bay wa ah,0
1621,Mất acc là tôi sẽ báo_cáo ba gà,0
1622,Đừng có phá idol của tao nha mậy . Mạo_danh là ko được à nghen,0
1623,Đcm cái loại giả đạo_đức khi ko được giáo_dục,2
1624,Sói bảo : tí mẹ Trang cắt mẹ mồm ông_già đi cho không ăn cơm được với cá luôn : ),0
1625,Thứ thần_kinh,2
1626,Xin phép hỏi có phải bác Trần dân_sinh 1926 nếu đúng bác có được sức_khoẻ quá tốt,0
1627,Ngoc_Anh_Bùi_ok,0
1628,Cảm_ơn thầy ba,0
1629,Thương_Hàn Quốc,0
1630,Sena ám bỏ_mẹ,2
1631,Minh_Hiếu never sai : ) ),0
1632,Danh_hài hải_ngoại được yêu thích nhất tại VN .,0
1633,Dương_Thu_Vân bh nó mới cập_nhật lên 38 ca : (,0
1634,Hiếu_Kòi thế_thì làm_việc thấy chán luôn .,0
1635,Ho xuan xuong dong ho tien ty,0
1636,Con nào cũng đeo đồ giả hết ... kkkkkkk,0
1637,Giàu quá sao đi dựt nợ chời : ) ),0
1638,Không biết_mấy bạn gì hay vô hỏi ad nguồn ở đâu ? Xác_thực chưa vậy gì gì đâu mất_tiêu r ta : ) ),0
1639,Nghe 1 lần k vip nhưng nghe 3-4 lần lại khác : ) ) ) ) ) ),0
1640,Bố tôi đấy : vvv,0
1641,Nguyễn_Tài clear núp duói bàn đánh,0
1642,Pham_Ha_Lan công_việc nhiều tiền mà không phạm_pháp của bạn đây,0
1643,Đúng là nằm nhà được xem hài cũng tạm được,0
1644,Deo vang bong khg vay me bong bu cat cho,2
1645,Lâm_Đình_Khoa tấu hài,0
1646,Anh be ơi 來,0
1647,Nghe vô_lý nhưng vẫn rất vô_lý mà_lại thấy thuyết_phục,0
1648,Ko ngơ tren đoi co nguoi như vay ne troi . sơ qua,0
1649,"ai giải thik hộ em từ "" XU BÀ NAI "" hộ em vs",0
1650,Mày coi_chừng đó chồng mày làm ơ đại bắc đó may đừng tưởng ko tiềm mày đc nha . khỏi thách_thức đi con,2
1651,Làm ng tốt nhưng sai thời_điểm,0
1652,"~ 85 triệu Dân ngu cu đen ngày_càng bị 4,5 triệu đảng viện ức_hiếp",2
1653,Đề_nghị nhà_báo vh lân phỏng_vấn danh_hài ngô kỹ,0
1654,Mai_Trọng_Nam làm tí cỏ bũi sáng bạn ê,0
1655,ĐMCS bê_tông_hoá cái qằn qè cây chặt hết giờ để dân chịu hậu_quả . Hk còn từ nào chửi cái lũ cô_hồn các Đảng này,2
1656,Akatski_Akashi_Nói đúng với nói thật thôi chứ có gì đâu mà anti ? Bộ anti đéo có não hay gì mà chuyện vậy cũng nói cho được ?,2
1657,Lê_Minh_Hậu lấy cái nào đẹp đẹp tí,0
1658,Nhìn mặt xanh_xao mà thương bác thật_sự ... nhắc đến lại DM NHUNG,2
1659,xạo lồn sương sương,1
1660,Justin_Le_Nguyen phục cái máu lồn,1
1661,Thách cả cụ nhà : ) (,0
1662,Tất_cả hãy dừng lại = ) ) ) Nguyễn_Ngọc_Dung_Trương_Ngọc_Linh,0
1663,Không hợp_lí lắm nma khá là thuyết phụccc= ) ) ) nhưng nốt_ruồi CB đâu ùiiiii,0
1664,Trần dần nhớ bảo_trọng .,0
1665,Nút vàng chắc ổng để wc nữa ,0
1666,Bản_thân ngta còn muốn phá_sản chết đói,0
1667,Dấu_hiệu của tết đến,0
1668,Nó ở cái tầm,0
1669,Bé Phở : ) ),0
1670,Moá_藍,0
1671,còn bạn giúp người bằng bàn_phím,1
1672,Chúc_mừng Hải và gia_đình ! Cảm_ơn các Luật_sư đã đồng_hành cùng gđ minh_oan cho Hải !,0
1673,Zalo 0964394635,0
1674,Huhu cô của con đẹp quá mà dễ_thương quá_trời luôn ,0
1675,Ờ,0
1676,Nguyễn_Trọng_Hiệp nhớ quá,0
1677,Thế chắc nó mới đi hút cần với mấy con mèo hàng_xóm đấy anh = ) ) ),0
1678,Duyên dág dã_man hát hay nữa,0
1679,"Không , sao a ơi dù có thế_nào thì vẫn ok mà lúc_nào rf cũng hay hết cho_dù thế_nào đi_nữa ❤cố lên các a k được ghì về stream cho ae xem cho nó vui 藍",0
1680,Giờ t mới thấy Thanh_Dat_Nguyen_Trâm Anh,0
1681,Cay không anh ba ơi : ) ),0
1682,wtf man,0
1683,Vâng chỉ có ở VN .... 1 đất_nước tự_do ngôn_luận là thứ xa sĩ .... vãi VN ...,2
1684,"Các bạn bò đỏ đã thấy tởm chưa , là một công_dân thết nghĩ một chế_độ tốt , là lo được an_sinh xã_hội , y_tế , giáo_dục tốt . Con_cái các bạn xinh ra được miễn_phí đến khi vào đại_học , các bạn bị tai_nạn vào viện không phải ứng tiền trước . Thì đó là một chế_độ tốt , không một thế_lực thù_địch nào làm nguy_hại đến Tổ_Quốc chúng_ta",2
1685,Hanh_Viet cục kì thuyết_phục = ) ),0
1686,Sao khoc loc di chua nao o dai loan ma chua con nay vay tfoi,0
1687,Đc ván hay ông giáo gáy khét vc= ) ) 殺,1
1688,Cười ỉa : ) ),0
1689,Nguyễn_Sơn thiếu số nhỉ có số thì lại đẹp,0
1690,ói,1
1691,đm thầy,2
1692,"Chũ doanh_nghiệp này quá cứng_cựa , phải",0
1693,sì tai củ l gì thế_này ? ?,1
1694,Mỹ Vân,0
1695,Cực_kì thuyết_phục 浪,0
1696,Nooo,0
1697,Chi oi chi giúp em voi ngươi ta giựt hui em nhiều qua em lam sao chi,0
1698,Vạch,0
1699,Bác cho e hỏi làm tấm này như_thế_nào z,0
1700,Nghe đc gì cht liền,0
1701,Nhị_Thắng_Chó_Said : giận_cá_chém_thớt mạiiii > <,0
1702,Đá hộ là cái chắc : ( anh Độ làm gì sút được vào lưới team bạn đâu,0
1703,Việt_Nam vô_địch ❤️,0
1704,địtmẹ bọn dân_đen như các ông thì làm gì ... đau_đầu thực_sự : ) ) ),2
1705,Anh Ba nhận họ_hàng đi này = ) ),0
1706,Ngô_Duy_Tân bố_mẹ làm còng lưng ra nuôi ăn_học thì không fan,0
1707,Đường tank hồi còn trẻ,0
1708,Nguyễn_Thịnh xin anh nhé ông,0
1709,: ) ) ),0
1710,Đức Thịnh a buồn trên nỗi đau người khác ,0
1711,Cái bệnh_tâm_thần phân_liệt_thể hoang_tưởng tiến_triển ngày_càng nặng .,1
1712,Sao ad cái gì cũng bit hay vay ? ? ? Chỉ cho e với đc ko ? ?,0
1713,"Anh thâm lắm . Anh nói nghèo_khổ có nhau , chứ có nói giàu_sang có nhau đ đâu . Đẹp_trai lại nói đạo_lý biểu_hiện sdtpcmt 藍",0
1714,Đam_mê làm cướp ngân_hàng thì tài_chính bao_nhiêu là đủ nhỉ ,0
1715,Nhìn giống cô Cẩm_Ly ghê . Mà đọc chữ mới biết cô Minh_Hiếu .,0
1716,Công_nhận anh Lân chơi toàn đòn hiểm thôi . Tôi ngưỡng_mộ anh cái câu : 9 năm sau anh ở đâu . Có_lẽ ông ấy không dám trả_lời bằng sự_thật .,0
