,index,comment,n_star,date_time,label
1187,1187,Mới mua sài cũng thấy ổn.nhân viên DMX rất nhiệt_tình và thân thiện.vẫn sẽ còn ủng_hộ DMX,5,24/03/2020,{GENERAL#Positive};{SER&ACC#Positive};
1188,1188,"Xài nokia 2.3 duoc vai tháng , cái dt này là cái dt tệ nhất mình từng xài , đang viết b luận mà đơ cảm_ứng , cảm_ứng quá tệ chưa nói đến mấy cái khác , ai mà đánh_giá dt này ngon , tốt thì phải xem_lại người đó là người bl hay sử_dụng hoặc là mới vừa mua .",1,29/05/2020,{FEATURES#Negative};{OTHERS};
1189,1189,"con này rất ngon nha ae , giá_cả hợp_lý , pin trâu , game LQ , PUPG , ... mượt_mà , bắt sóng wifi nhanh , nghe gọi to rõ , xài 2 ngày chưa hết pin , sạc 2h30 hoặc 3h là đầy 100% , ae nào muốn mua ốp lưng thì đến TGDD chi_nhánh P 6 , Q 8 nha có bán ốp 50 k , 100 k dành cho 5i , 5s , nhân_viên phục_vụ tận_tình từ A đến Z ủng_hộ 5 sao",5,8/5/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1190,1190,"Kiểu_dáng đẹp , , chạy mượt nhanh , , đặc_biệt là rất cầm pin , , lướt web xem phim mà ko thấy tuột pin .",5,13/09/2018,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};
1191,1191,"- mở khoá vân tay rất tệ phải 2.3 lần mới được . - nhanh hết điện nếu dùng liên_tục chắc được chắc tầm 8h . - camera chụp hình nhìn kg được nét , phóng hình to nhìn rất bể và mờ dù đã chỉnh mọi chế_độ . - đèn_pin thì tối .... nói_chung đem ra xo với con j5 cũ những chức_năng note10 này còn thua",2,9/8/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};
1192,1192,"Vừa mua lúc sáng , máy với tầm giá này quá ngon . Trang_bị đầy_đủ từ ốp lưng , tai nghe cho tới củ sạc QC 3.0 . Pin test thử trưa giờ ngon , sạc khá nhanh . Máy nhẹ , cầm vừa tay .... Đợi thời_gian sẽ vào đánh_giá tiếp",5,2 tuần trước,{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1193,1193,Điện rất OK . máy chụp hình ban_đêm sáng đẹp . Tất_cả điều tốt.mình rất hài lòng.mình yêu vivo mình sài y19 vợ Sài v15 tất_cả rất tốt .,5,27/12/2019,{CAMERA#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1194,1194,Máy chơi game tý khá là nóng ... fps tuột liên_tục ... pin thì cũng ổn k trâu lắm chơi game liên_tục đc 4h ... dù chỉnh đồ_hoạ thấp ... bắt wifi hơi tệ ... cam k dùng tới éo quan_tâm .,3,19/07/2019,{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};
1195,1195,"Mỗi ng 1 câu cho Samsung thu lại Ss_A 70 này . Lỗi cảm_ứng . Máy thì mở cái là nóng , thậm_chí để túi quần cũng nóng . Nghi_ngờ về con sạc 25w , nguy_cơ cháy nổ do máy quá nóng .",1,17/05/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1196,1196,"Lần đầu dùng vivo , mấy bé tư_vấn nhiệt_tình quá Mua cuối tuần nên giảm tận 500 ngàn Dùng chơi game mượt_mà k bị lag 5 *",5,7/8/2020,{PERFORMANCE#Positive};{SER&ACC#Positive};
1197,1197,Máy đẹp . Mà sau mình chơi game rise of kingdoms lag hơn cái live3 nhiều quá . ,3,2 tuần trước,{PERFORMANCE#Negative};{DESIGN#Positive};
1198,1198,Mua được 2tuần xài rất ổn đẹp nói_chung vừa giá tiền . Loa to xem phim nét pin xài lâu xạc nhanh♥♥,5,6/11/2019,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};
1199,1199,"Giá 6tr thì quá ngon trong phân khúc , pin trâu thật luôn , rất tiếc bữa mình k đặt_cọc để đc giảm 500k , hôm_nay mình lại quyết_định mua sau nhìu ngày suy_nghĩ . Thời_gian sau_này thì không biết như_thế_nào . Nhưng hiện_tại thì rất OK .",5,4/4/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
1200,1200,máy dùng ok dùng được thời_gian mấy để_ý chơi game bị lỗi âm_thanh khi cắm tai nghe hoặc tai Bluetooth có sửa được không ạ,5,5 ngày trước,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};
1201,1201,Máy khi đeo óp thì nút âm_lượng lẫn nguồn cứng phải ấn mạnh mới ăn . Tháo ra thì bấm cũng đỡ hơn 1 chủt nhưng cũng ko nảy lắm . Màn_hình to ổn ánh_sáng trung_bình ko sáng lắm pin cũng tạm chấp_nhận . Camera tệ auto focus mà lấy nét chụp vẫn nhoè dù giữ chặt tay . Loa ngoài hơi rè 1 chút khi bật lớn . Loa trong ok lớn . Mặt lưng bám khá nhiều vân tay nếu ko xài ốp,4,17/04/2020,{SCREEN#Neutral};{CAMERA#Negative};{FEATURES#Neutral};{BATTERY#Neutral};{DESIGN#Negative};
1202,1202,Máy này và vmast live cái nào chơi game khoẻ hơn ad ơi . Chưa mua nên cho 5 s vì hàng việt_nam,5,23/02/2020,{OTHERS};
1203,1203,Cập_nhật lần 2 rồi mà cột sóng vẫn chỉ báo đc 1 vạch nhiều lúc k có vạch nào mặc_dù xung_quanh có rất nhiều cột sóng . Tóm_lại cứ nhìn đến hai cột sóng cảm_giác như đang ở sa_mạc hay trong rừng rậm và đang ở ngoài biển đảo ấy . Hãng lớn mà cho ra sản_phẩm như lllllllllllllllll .,1,1/6/2020,{FEATURES#Negative};{SER&ACC#Negative};{OTHERS};
1204,1204,Mình mới mua đk 3 ngày . Máy rất mượt . Cấu_hình mạnh chơi pubg mức đồ_hoạ cao nhất cực mượt . Nhân_viên bán hàng rất dễ_thương và nhiệt_tình . 2 sao cho nhân_viên tên Trang và 5 sao cho điện_máy xanh .,5,15/08/2020,{PERFORMANCE#Positive};{SER&ACC#Positive};{OTHERS};
1205,1205,"Sản_phẩm quá ngon trong phân khúc , ae mua về chiến LQM bao ngon  , , , , , , , , , , , , ,",5,3 tuần trước,{PERFORMANCE#Positive};{GENERAL#Positive};
1206,1206,Vừa mua về được 3 ngày định sử_dụng app Clear dọm rác có nên k ? Đt sài ổn tốt nhân_viên phục_vụ tận_tình,5,26/05/2020,{GENERAL#Positive};{SER&ACC#Positive};
1207,1207,"Vừa khui lúc sáng ! Mọi thứ thật tuyệt_vời ! Máy pin trâu , mượt , nhanh , màn_hình rất nét ... ! Cầm nặng_tay xíu vì từ i6 lên mà ! ",5,1/11/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Positive};
1208,1208,"Mới mua hôm_qua , hôm_nay giảm_giá ... đau_lòng ... mới mấy tiếng , k có gì buồn hơn luôn . Mà có ai cho hỏi loa kép là ntn k ạ",2,3/1/2020,{PRICE#Positive};{OTHERS};
1209,1209,Hài_lòng về sản_phẩm . Mọi thứ đêu rât tốt nghe nhạc xem phim chơi game âm_thanh to và hay,5,11/8/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1210,1210,Tóm_lại là ok . Trong tầm giá 5tr7 vậy là quá ngon . Muốn xịn thì bỏ tiền ra mua ip mà sài cho ngon,5,30/12/2019,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
1211,1211,Mới mua được 1 ngày.Kết nối bluetooth không ổn_định nghe nhạc qua tai nghe bị dừng nhạc rồi phát tiếp liên tục.cảm ứng không chuẩn,4,17/01/2020,{FEATURES#Negative};
1212,1212,Mày sài rất OK ko lỗi j hết . Game chơi rất mượt ko bị giật lác mới mua 1 tuần cảm_nhận rất ok,5,23/02/2020,{PERFORMANCE#Positive};{GENERAL#Positive};
1213,1213,"Pin không đc như kì_vọng , dùng chưa đc 24 tiếng đã hết . Ban_đầu chơi game rất mượt k giật lag , nhưng về sau thì cảm_ứng k nhạy lắm ( trong khi máy mới chỉ dùng nửa tháng ) dùng máy rất nhanh nóng . Điểm cộng là ngoại_hình được , camera net , chụp ảnh đẹp , bộ lưu_trữ lớn , xử_lý nhanh",4,7/6/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Neutral};{STORAGE#Positive};{DESIGN#Positive};
1214,1214,"Sản_phẩm dưới dưới 3 triệu vậy là quá ổn , chơi game cũng khá ổn , pin trâu . Với giá này vậy là ngon",5,9/3/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1215,1215,"Chụp cận_cảnh không đẹp như quảng_cáo . Mở chế_độ cận_cảnh lên là màn_hình ruồi không , chụp gần mờ chứ ko rõ nét . Hay do máy mình lỗi . Sạc nhanh thì bị nóng máy . Khi mua thì thấy máy đc dán màn_hình sẵn rồi , hộp cũng bị rách tem niêm_phong rồi nhưng nhân_viên vẫn đảm_bảo là máy mới .",3,13/05/2020,{CAMERA#Negative};{BATTERY#Negative};{SER&ACC#Neutral};
1216,1216,Sản_phẩm tốt_đẹp chơi game mượt và mát máy . Mà sao nền màn_hình dark grey có bị viền sáng . Có ai bị giống vậy không hay máy tôi bị lỗi,5,6/4/2020,{SCREEN#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{OTHERS};
1217,1217,"Máy trải_nghiệm thua a5 2017 nữa Chậm , đơ . Mua về xài tác_vụ bình_thường thì được . Mà bỏ ra gần 8 triệu để xài tác_vụ nhẹ thì thấy không ổn rồi .",1,23/04/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};
1218,1218,Sản_phẩm tốt pin trâu chơi game được 10 tiếng camera chụp đẹp quá tốt so với tầm giá cảm_ơn tgdd,5,4/4/2020,{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1219,1219,"Mua được tháng rưỡi mà bây_giờ tự_nhiên bật màn hìh không lên , cứ bật mạng hay wifi lên là lại đơ đơ mấy phút buồn thật_sự",3,14/08/2020,{SCREEN#Negative};{FEATURES#Negative};{GENERAL#Negative};
1220,1220,Vân tay lúc dc lúc ko . Nhận dien khuôn_mặt cũng ko tốt . Bắt sóng kém . Nói_chung là thua máy tàu . Sam sung ngày_càng kém,2,5/1/2020,{FEATURES#Negative};{SER&ACC#Negative};
1221,1221,Màn_hình và camera ngon hơn live ban_đầu . Đã đặt_hàng mua đợt giảm 1-3 tháng 9 Bản_thân dùng live gần 1 năm nay nên mjh trãi nghiệm qua live4 ngon hơn hẳn,4,2 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{PRICE#Positive};{GENERAL#Positive};
1222,1222,Sao camre bị hột quá sao thời_gian sử_dụng Lúc mua về bt sữ dụg đc khoảg 1tuần camre bị vậy,4,20/03/2020,{SCREEN#Negative};
1223,1223,"Đth realme c3 dùng rất oke . Pin trâu , game mượt . Trong tầm giá 3triệu thì rất đáng để sd",5,18/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1224,1224,Mình dùng được 2 tuần rồi pin lâu hết lắm sạc nhanh lắm luôn k bị giật lag gì hết nhưng mình thấy camera selfie ảo quá thôi mình k thích ảo quá nhưng camera sau chụp đẹp lắm nhe nhưng điểm yếu của nó là k bật đèn led lên sẵng được Thegioididong.com xác_nhận : Khách_hàng Nguyễn_Chí_Linh_Mua online trên website Thegioididong.com Mua 1 tuần trước,4,1/4/2020,{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};
1225,1225,"sản_phẩm dùng khá tốt , nhân_viên hỗ_trợ nhiệt_tình ...............................",4,12/5/2020,{GENERAL#Positive};{SER&ACC#Positive};
1226,1226,Trước mua con samsung A51 về Ko đáp_ứng được nhu_cầu làm_việc . Đổi sang em này dùng ngon hẳn . Đúng là dùng nhiều hãng vẫn ưng_ý nhất với dòng ip . Xử_lí nhanh mượt Ko đơ máy . E này nhỏ gọn dùng ngon chụp ảnh đẹp . Nói_chung ưng ta Ko có gì để chê . Bác nào có nhu_cầu mua e khuyên nên mua thêm cái sạc Ko dây loại ngon 1 củ nữa . Dùng mượt khỏi_phải_nói .,5,3 tuần trước,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1227,1227,Điện_thoại xài ổn màn_hình lớn ĐMX phục_vụ ok hệ_điều_hành mượt_mà chụp ảnh sắc nét,4,8/9/2018,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1228,1228,Mua r mới thấy hối_hận vì pin quá tệ . K xài mà vẫn tuột pin . lên cữa hàng thì nhân_viên nói là pin k có vấn_đề cứ khăn khăn cho rằng ứng_dụng chạy ngầm . Cái oppo reno2f này nó hút pin còn gê hơn iphone 6s plus đã sữ dụng qua 2 năm . mong là hệ_thống khác phục .,1,13/11/2019,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};{OTHERS};
1229,1229,Máy ram 8 đi chạy chậm tệ . Pin mau hết . Nghĩ_lại thấy chán . Pin 4500 mà_còn thua pin 4000 xa,2,10/3/2020,{BATTERY#Negative};{PERFORMANCE#Negative};
1230,1230,"Điện_thoại đẹp . Cấu_hình tốt , pin trâu Chơi được PUBG ở cấu_hình đồ_hoạ thường .",5,27/07/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};
1231,1231,Sản_phẩm do chính người Việt làm rất chuẩn chỉnh . trang_thiết_bị sản_xuất ra sản_phẩm rất hiện đại.thiết kế máy sang_trọng lịch_lãm . Cấu_hình máy đi đầu trong công_nghệ . ! ! Tuyệt_vời ...,5,2 tuần trước,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
1232,1232,"Pin rất lâu . Sóng khoẻ . Loa rất to . Đèn_pin rất sáng . Nghe radio k cần tai nghe . Nói_chung rất tốt . Nhưng máy hay bị tự_động gửi tin nhắn văn_bản , không biết có tốn tiền k .",5,7/10/2019,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};
1233,1233,Loa tặng kèm sài đc 2 ngày là k kết_nối đc . Đồ tặng k bao_giờ tốt mà . Quá thất_vọng,1,8/4/2019,{SER&ACC#Negative};
1234,1234,Pin lúc đầu cũng trâu đấy nhưng vài ngày sau mau tuột pin với camera ổn chụp lúc 16h rưỡi đẹp,4,14/03/2020,{CAMERA#Positive};{BATTERY#Neutral};
1235,1235,1 tuần trải_nghiệm ae nào giống ko hay_là lỗi riêng 1 máy . Ngoài_ra cái gì cũng tối à mà_còn camera nó bị chậm nx nhưng chụp vẫm ok,4,3 tuần trước,{CAMERA#Neutral};{GENERAL#Positive};{OTHERS};
1236,1236,"Sản_phẩm tuyệt_vời , màn_hình sắc nét , âm_thanh 2 loa chạy cùng lúc nghe rất to . pin trâu xài lâu mới hết .",5,9/10/2017,{SCREEN#Positive};{BATTERY#Positive};{GENERAL#Positive};
1237,1237,"Nhận sóng điện_thoại kém , vào phòng là yếu hoặc mất luôn . Chắc do mình mua trúng máy lỗi",2,2 tuần trước,{FEATURES#Negative};{OTHERS};
1238,1238,"Mình mới mua hôm_nay , mặt lưng đẹp nhìn thích cực , sạc nhanh chip ngon nếu không update phiên_bản mới , nhân_viên nhiệt_tình mình rất thích .",5,16/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
1239,1239,Mik mới mua máy đc 3 ngày thấy pin tụt nhanh để không sáng ngủ dậy mất tầm hai mấy % mà pin 4000 mà dùng nhanh hết pin nắm,3,2/2/2020,{BATTERY#Negative};
1240,1240,Sản_phẩm đẹp mỏng nhẹ . Pin sạc nhanh dùng lâu hết phải ngày_ngày rưỡi Rất thích sản_phẩm,5,9/11/2019,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
1241,1241,Máy đẹp cấu_hình ok so vs tầm giá.giá ntn thì ko có gì để chê cả .,4,17/03/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
1242,1242,Sau khi dùng 1 tháng mình thấy điện_thoại này rất tuyệt_vời so với mức giá . Tất_cả đều ok chỉ cần nhà_sản_xuất thay google ảnh bằng bộ sưu_tập của VSMART và chome bằng Cốc_Cốc,5,9/5/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};
1243,1243,Pin trâu thoải_mái cày phim mỗi_tội sóng_sánh yếu so vs đt khác nhưng hàng việt_nam nên vẫn đánh_giá 5sao,5,19/02/2020,{FEATURES#Negative};{BATTERY#Positive};{SER&ACC#Positive};
1244,1244,"Máy có chế_độ quay_phim chậm và nhanh không , máy sử_dụng mau hết pin không và có bị nóng máy không .",5,14/02/2020,{OTHERS};
1245,1245,"Máy_Sài mượt , pin trâu , camera chụp hình đẹp . Rất ok . Shop tư_vấn rất nhiệt_tình",4,3/3/2019,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1246,1246,Mình mới mua hôm_qua tại tgdd tt phong châu phù_ninh phú_thọ . Nhân_viên tư_vấn nhiệt_tình ân_cần rất tốt . Máy thì vân tay nhạy nhận_diện khuôn_mặt nhanh nói_chung không có gì đáng chê cả .,5,20/11/2019,{FEATURES#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1247,1247,Rất ok những kiếm phụ_kiện khó qua .... những chíp còn này và chíp note 10 plus còn nào ngon hơn,5,15/08/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Negative};
1248,1248,Rất tuyệt sài chơi game rất tốt à ko có mật_khẩu vân tay thôi chụp hình cũng rát đẹp cầm cũng sướng tay,5,20/07/2019,{CAMERA#Positive};{FEATURES#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
1249,1249,"Vừa dùng được 1 tuần Sản_phẩm được nhân_viên tư_vấn Máy ổn , nếu bạn muốn đt chủ_yếu chơi game thì kh nên chọn Bản_thân mình mua đt chỉ đáp_ứng việc học là chủ_yếu nên kh đòi_hỏi gì hơn . Pin tốt ( ngày sạc 1 lần ) máy mượt , vân tay nhạy , camera đúng oppo . Ai chê chứ mình thấy đt tốt , đt nào cũng có ưu_nhược_điểm riêng và quan_trọng hơn TIỀN NÀO CỦA ĐÓ .",5,16/05/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1250,1250,"Máy dùng bị nóng từ khi cập_nhật lên ios13 , xem phim đọc báo củng nóng huống_gì chơi game",5,4 tuần trước,{PERFORMANCE#Negative};
1251,1251,Cho không lấy nhé . Game thì giật lag . Màn hiển_thị xấu . Nói_chung không đc . Xin hết,1,3 tuần trước,{SCREEN#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1252,1252,"Tam đc về mọi thứ . Pin trâu . Hơi giống cái Lumia 630 hồi xưa . Nhưng tớ hơn , nguyên khối .",4,16/07/2020,{BATTERY#Positive};{DESIGN#Neutral};{GENERAL#Positive};
1253,1253,Mới mua hôm_qua ... nhân_viên tư_vấn nhiêt tình.nhưng khi đem về trải_nghiệm thì ôi_thôi ... chỉ cần bật 1ứng dụng là chạy tất_cả các ứng_dụng khác.pin xuống rất nhanh ... chơi liên_quân thì giật kinh_khủng ... chỉ cần nhận tin nhắn thôi là xem như là xong một trận ...,3,2/6/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Positive};{OTHERS};
1254,1254,"Mới vừa mua sáng nay , sử dụng chưa biết máy thế nào , nhưng cho 5 sao về chất lượng nhân_viên phục vụ tại số 154 huỳnh văn lũy , phú lợi , bình dương . Máy khởi động lần đầu tiên thì hơi nóng , nhưng sau đó ổn định trở lại , đã bình thường , cám ơn em nhân_viên kỹ thuật Tgdd , nhiệt tình chu đáo . Mua hàng tại đây không cần lo nghĩ gì .",5,5/1/2020,{PERFORMANCE#Neutral};{SER&ACC#Positive};{OTHERS};
1255,1255,Sản_phẩm tốt pin trâu nhân_viên phục_vụ nhiệt_tình  nhưng ko có tai nghe vì tầm 5.6 tr mới có sp rẻ như_vậy đc r,5,12/7/2020,{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Neutral};
1256,1256,Không có gì để mà chê dù là nhỏ nhất .. Nhìn cách VS hiểu khách_hàng khi tặng phụ_kiện đầy_đủ như_vậy là điểm 10 rồi .. Chúng_ta hãy cùng nhau ủng_hộ và tin_dùng hàng Việt nào mọi người .,5,2 tuần trước,{GENERAL#Positive};{SER&ACC#Positive};
1257,1257,Máy khá ổn pin tốt camera tạm ổn bắt wifi tốt chơi game mượt nhưng thỉnh_thoảng bị đơ máy phải thoát ra vào lại,4,4/7/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};
1258,1258,Còn này quá đẹp và thiết_kế chi_tiết sắc nét.chắc phải làm em này luôn và ngay thôi .,5,3 tuần trước,{DESIGN#Positive};
1259,1259,"Tôi thấy các bạn nếu có ý_định mua con này thì nên suy_nghĩ bỏ thêm 500k nữa để mua em note 9 pro , trên bản pro màn_hình độ sáng tốt hơn , camera cũng tốt hơn và điều các bạn cần quan_tâm nhất là nó ko có lỗi vặt như note 9s . Tôi đã mua note 9 pro dùng khá nhiều tác_vụ trong ngày mà viên pin vẫn còn 12% vào_khoảng 23h30 , pin khá trâu_bò , camera chụp sướng khỏi chê , dưới đây là ảnh chụp dc từ em nó",5,5/6/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};{OTHERS};
1260,1260,Pin kém . Sụt nhanh hơn sơ với đánh_giá 4000mAh . Dù xài wifi liên_tục thì pin sụt giống kiểu dùng mạng đi dộng . Khá lo_lắng,2,1/8/2019,{BATTERY#Negative};
1261,1261,Mk mua được 10 ngày rồi . Lúc đầu thấy ổn nhưng giờ thì hơi tệ rồi . Một đêm đến sáng nếu không bật chế_độ tiết_kiệm pin tối_đa thì mất hết gần 15 % . Mk mới Sài được 15p thì máy đã nóng rồi . Đôi_khi để đó k Sài mà máy cũng nóng nữa . Camera thì mờ ☹️,2,16/03/2020,{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1262,1262,Màn_hình HD plus mà trên 6 triệu hiệu_năng thì ko biết ra sao nhưng màn_hình với giá này là chát,1,20/09/2019,{SCREEN#Negative};{PERFORMANCE#Neutral};{PRICE#Negative};
1263,1263,"Máy tầm này tiền mà chip yếu quá , chơi game lag wifi kém , cam xấu , mua redmi note 8 ngon hơn ( máy này chắc chỉ dùng để lướt wed xem phim và học thôi , ko game đc đâu , cân_nhắc trước khi mua : ( )",3,30/05/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};
1264,1264,"lỗi sạc nghiêm_trọng , sạc nóng máy , báo nóng liên_tục làm không dám sạc ban_đêm . đã mang đi bảo_hành vì cháy chui sạc mà vẫn vậy . khuyên mọi người không nên mua",1,15/05/2020,{BATTERY#Negative};{GENERAL#Negative};
1265,1265,Quá tuyệt_vời . Tai nghe tặng kèm cực nhạy luôn . Mở nắp là kết_nối như airpod luôn . Màn_hình quá mượt . Oppo ngày_càng chất_lượng . 5 sao ! ! !,5,29/04/2020,{SCREEN#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1266,1266,Chủ_yếu mua về để chiến game . dùng dc khoảng hơn 2h liên_tục . đã test game free fire . Võ_lâm Truyền_Kỳ mobile máy khá là ok . nói_chung là hài_lòng,5,15/07/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};
1267,1267,Máy xài đẹp.Chụp cận_cảnh khỏi chê luôn . Chơi game mượt . Nói_chung là trong tầm giá này thì OK rồi nhá .,5,13/07/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
1268,1268,Mình mua máy cách đây 1 tuần giảm đc 1tr4 cảm_thấy máy dùng rất ok pin trâu sạc nhanh game mượt chỉ điều nhận_diện khuôn_mặt hơi chậm,5,5/4/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1269,1269,"Máy này dùng chíp ăn_giang thì_phải , G 70 mà khoảng 6 ứng_dụng nhè chưa tính game mà đã phải load lại 1 , cảm_ứng như mấy cơn dưới 1 triệu , màn_hình đứng khoảng 5s liên_tục ngày 5 lần , loa ngoài nghe nhạc dở tệ và rè , màn_hình HD + mà theo mình là chưa đạt đến mức HD nữa , mới mua mới dùng được 4 ngày mà đơ liên_tục , đúng là hàng tàu , lần đầu cũng như lần cuối dùng hàng tàu",1,10/4/2020,{SCREEN#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};
1270,1270,Hiệu_quả Thực_tế Không tương_thích với cấu_hình của máy . Tính_năng hạn_chế hoặc không có .,1,3/3/2020,{PERFORMANCE#Negative};
1271,1271,"Mình dùng máy này 1 thời_gian thấy rất ok , máy nhỏ gọn , rất thuận_tiện , pin dùng ok , cấu_hình cao",5,13/09/2018,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
1272,1272,"Sản_phẩm dùng ổn_áp trong tầm giá , hiếm khi lại thấy máy giá rẻ của ss đc trang_bị chip set S G4 39 . Máy nhỏ gọn , cằm nắm , bỏ_túi dễ_dàng ( 2020 nhưng mình lại rất thích smart phone có màn nhỏ như v ) và vì nhỏ nên hiển_thị sẽ ít bị rỗ . Camera sau tạm được nhưng cam trước hơi nhoè ( mình b trong tầm giá này ko đòi_hỏi đc thêm nên chấp_nhận đc ) . Pin 3k tưởng_chừng ít nhưng vẫn dùng đủ đối vs cá_nhân mình trong 1 ngày , sạc cũng kha_khá ( nên dùng củ sạc ngoài 2A vì sạc theo máy chỉ 1A ) . Cấu_hình vẫn ổn để chiến game mặc_dù ko mượt_mà lắm , đc cái tối_ưu tốt nên lúc chơi game ko nóng máy . Loa khá to và rõ , mình bật max âm mà vẫn ko bị rè như mấy bạn khác nói , lại còn có cả Dolby_Atmos thì tuyệt_vời . HĐH thân_thiện , dễ sd và đc chạy sẵn android 10 nên rất thích luôn ( thay_đổi ko nhiều nhưng ổn_định ) . Nói_chung hài_lòng vs số tiền mình bỏ ra .",5,23/03/2020,{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};
1273,1273,"Hàng kém chất_lượng , vừa đi bảo_hành 5 ngày về thì may vẫn bị như chưa bảo_hành . Thật tệ",2,1 tuần trước,{GENERAL#Negative};{SER&ACC#Negative};
1274,1274,"giá hơi cao nhưng bù lại chất_lượng ok , tiền_nào_của_nấy , đáng để mua , sẽ tiếp_tục ủng_hộ",5,4 tuần trước,{PRICE#Negative};{GENERAL#Positive};
1275,1275,"Mua được 4 tháng xài ok chưa thấy lỗi , nói_chung là tốt hài_lòng , nhân_viên ok thanks tgdd",4,7/9/2018,{GENERAL#Positive};{SER&ACC#Positive};
1276,1276,Nay mới có thời_gian ra thế_giới di_động mua iphone 11 pro max hỗ_trợ rất nhanh nhân_viên rất nhiệt_tình,5,9/11/2019,{SER&ACC#Positive};
