,index,comment,n_star,date_time,label
585,585,"Máy chơi game mượt , pin trâu , loa ko trầm như các dòng đt k , cảm_giác nghe ko có bass .",5,12/11/2019,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};
586,586,"Chê . Đời cao mà Không tương_thích phần_mềm "" Qgis Experimental.APK "" , điện_thoại đểu quá .",1,24/11/2019,{PERFORMANCE#Negative};{GENERAL#Negative};
587,587,"Mình mới mua máy hôm 15/02 . Trải_nghiệm 2 ngày cảm_giác máy khá ổn về hình_thức , có cả vân tay và nhận_diện khuôn_mặt , thích nhất là cổng sạc Type_C tiện_lợi chứ không phải như dòng Nokia cứ kè_kè micro usb cho sản_phẩm tầm thấp . Tuy_nhiên khó hiểu là máy Ram 3GB mà khá giựt lag cảm_giác như máy 2GB ram vậy , cảm_ứng hơi không nhạy , xài trần thì cảm_ứng ok , nhưng dán cường_lực vào bấm đôi khi không nhạy . Sạc nhanh khá ổn . Tầm tiền này hợp_lý .",4,17/02/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Positive};
588,588,Sao mày này xem video không xem được chất_lượng 1080 vậy gì kỳ vậy máy phiên_bản mới mà_lại thế thua cả cái iPhone 5,1,14/05/2020,{SCREEN#Negative};
589,589,"Máy đẹp trong tầm giá , sài rất ok mượt_mà chụp ảnh đẹp . Nhân_viên Điện_Máy Xanh ở Huyện Bến_cầu Tây_ninh phục_vụ chu_đáo , tận_tình . Nói_chung minh rất hài_lòng về sản_phẩm và cách phục_vụ của nhân_viên",5,29/02/2020,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
590,590,"Điện_thoại không có Google đồng_nghĩa không xài được Grab , Goviet . Phải tốn công tìm file * apk bên ngoài cài vào nên rất nguy_hiểm cho dữ_liệu tài_khoản email , ngân_hàng , ví điện_tử . Tốn 24 triệu để mua con điện_thoại về mà hành_hạ mình và nơm_nớp lo_sợ thì không đáng . Tầm tiền này nhiều lựa_chọn ngon_lành và uy_tín hơn",1,20/05/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};
591,591,Mới dùng được mấy ngày mà tự_nhiên màn_hình nó không sáng . Có cuộc_gọi đến thì vẫn nghe được nhưng không lên màn_hình .,3,15/04/2020,{SCREEN#Negative};{FEATURES#Neutral};
592,592,"xiaomi note 8 chụp ảnh xấu , ban_ngày nhìn ảnh bị ám vàng . còn chụp phong_cảnh còn thua nokia 6",3,15/02/2020,{CAMERA#Negative};
593,593,"Mình mới mua note 10 + được hơn 1 tháng mà tin nhắn đến màn_hình cứ sáng mãi , máy nóng ran hết pin sập nguồn luôn là bị sao vậy ạ , có ai bị như_thế ko ạ",4,27/01/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
594,594,Chỉnh cấu_hình thấp làm_sao để chơi game dc dễ hơn ạ.vào cứ bị văng ra.có khi khởi_động lại khi chơi game,5,17/12/2019,{PERFORMANCE#Negative};
595,595,"Dùng thì chậm , chụp ảnh xấu wa . sóng mạng kém.bắt wifi chậm , dùng chán hơn cả a50 mua trc đây Dc mỗi pin ok",2,2/7/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Negative};
596,596,Mới mua được 7 ngày Camera chụp dưới ánh đèn_huỳnh_quang có những đường sọc trắng_đen ... đem đổi lại thì NVtgdd bảo gửi tt bảo_hành kiểm_tra ... 1 tuần sao mới có kết_quả lỗi do đâu ... thất_vọng vô_cùng ... đành đem về thôi ... ai biểu lỡ dại mua rồi ....,2,17/07/2019,{CAMERA#Negative};{GENERAL#Positive};{SER&ACC#Neutral};{OTHERS};
597,597,Cảm_ứng vân tay chậm . Chơi game đôi_lúc loạn cảm_ứng ko ăn . Pin lướt wed chơi game được 1 ngày .. Nói_chung là ổn,4,10/5/2019,{FEATURES#Negative};{BATTERY#Neutral};{GENERAL#Positive};
598,598,"Mọi chức_năng theo cảm_nhận ok hết . Cam đẹp , pin đủ dùng trong 1 ngày . Cảm úng muọt wifi bắt sóng mạnh . Điểm trừ là khi mua hàng nhân_viên ko tư vấn đặt qua app sẽ đc giảm thêm 600k",4,26/03/2020,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Negative};
599,599,Tặng sạc dự_phòng .. mà cái chui sạc đó thì sạc kiểu j .. cắm vào thì ko lên pin .. chả hỉu,1,9/6/2019,{SER&ACC#Negative};
600,600,Máy này chụp ảnh xấu sản_phẩm quá tệ mua hơn 1 tháng chơi liên_quân thì giật đơ màn_hình loạn cảm_ứng . Nói_chung mình muốn đổi máy nén mình muốn đổi con vivo y11,1,1/8/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
601,601,"Thấy giá_cả hợp_lý nhưng_mà Chất_lượng loa quá tệ , nhỏ và hay rè , hình_ảnh hay bị nhoè . Ủng_hộ hàng Việt kiểu này hơi khó .",1,3 ngày trước,{SCREEN#Negative};{FEATURES#Negative};{PRICE#Positive};{SER&ACC#Negative};
602,602,Tốt chụp ảnh khá đẹp không tệ cho lắm nhưng để dùng làm phụ là tốt nhất Xin cảm_ơn,4,23/02/2020,{CAMERA#Positive};{GENERAL#Positive};
603,603,Có ai thấy a70 nóng k ạ . E k chạy gì để túi quần cũng nóng . Đt e bị lỗi hay a70 nó vậy . Xin ý_kiến mn,2,29/04/2019,{PERFORMANCE#Negative};{OTHERS};
604,604,"Vân tay với nhận_dạng khuôn_mặt cứ bị lỗi , lúc đầu bình_thường xài lâu thì nhận_dạng khuôn_mặt không khớp , vân tay cũng không khớp mặc_dù tay khô không ướt không mồ_hôi , chả hiểu",3,6/2/2020,{FEATURES#Negative};
605,605,Tiền nào của đó hợp_lý trong tầm giá còn bạn nào muốn đòi_hỏi thứ gì quá xuất_sắc thì hãy bỏ thêm tiền ra nha,5,13/04/2020,{PRICE#Neutral};{OTHERS};
606,606,"điện_thoại ok , tôi chọn không sai sản_phẩm , nhưng chỉ sạc pin hơi lâu thôi",5,6/11/2019,{BATTERY#Negative};{GENERAL#Positive};
607,607,"Blackberry mãi là blackberry . Đã dùng từ passport đến keyone . Vẫn rất chất blackberry . Hiện keyone ko làm mình thất_vọng chút nào . Màn_hình đẹp , chụp ảnh đẹp , bàn_phím độc_đáo và hiệu_năng tốt . Nói_chung vẫn rất hài_lòng với blackberry keyone . Đang đợi key2 giảm_giá để cưới tiếp 1 em blackberry nữa cho đủ bộ",5,24/08/2019,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
608,608,"Máy pin trâu dùng 2 ngày mới phải sạc . Chơi 13 trận liên_quân , lướt FB xem YouTube ở mức bình thường.Nghe nhạc lướt web mãi ko hết pin . Chơi game thì OK . Cam đẹp trong tầm giá",5,27/10/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{PRICE#Neutral};
609,609,"Cái ô màu xanh ấy là gì vậy ? Cứ 10s là tự bật finder , delay tất_cả hoạt_động đang làm , mở khoá vân tay hay khuôn_mặt tự OFF mặt dù không tắt và đã mở ON lại nhưng vẫn tự OFF lại Tự_động can_thiệp vào phần âm_lượng như trên hình ( chứ ko phải do ấn chụp màn_hình mà bị ) Sau khi tắt màn_hình thì liên_tục rung và phát sáng Sau bản cập_nhật vẫn bị loạn cảm_ứng",1,25/05/2019,{FEATURES#Negative};{PERFORMANCE#Negative};
610,610,"Mình mua dc hơn 1 tuần thấy máy rất ok . Mình thấy pin trâu mà , xài cả ngày chỉ lướt fb xem Youtube . game liên_tục thì cỡ 6 h ( pubg ) , s mn chê pin tuột nhanh ko v ",5,10/2/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};
611,611,"Mờ khoá vân tay ko đc nhanh , chơi game thì có nhiều hiện_tượng lag rất khó_chịu , wifi 4g thì cũng ổn_định , nghe gọi cũng oke , lướt wed cũng lag . Nói_chung là ss a50s ko đánh với cái giá hơn 6tr",1,7/8/2020,{FEATURES#Neutral};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};
612,612,Máy không có tự_động ghi_âm cuộc_gọi . Phải cài app mới ghi_âm được . Mới sử_dụng đc 1 ngày chưa đánh_giá gì thêm .,4,8/4/2020,{FEATURES#Negative};{OTHERS};
613,613,"nhân_viên giao hàng chu_đáo , dt chắc_chắn pin khoẻ . phù_hợp cho người cao_tuổi ...",5,18/03/2019,{BATTERY#Positive};{DESIGN#Positive};{SER&ACC#Positive};
614,614,"Máy cực_kì OK trong tầm giá 7tr . Theo mình tìm_hiểu hình_như con phiên_bản màu đỏ nhưng chưa thấy hàng về , nếu có mình chắc_chắn sẽ mua cho vợ mình một em . Nên mua nha mọi người .",5,10/3/2020,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
615,615,Hàng xài rất oke pin trâu_bò . Ko còn gì để nói quá tuyệt_vời . Đúng với nhu_cầu sử_dụng của mình . hết,5,30/07/2019,{BATTERY#Positive};{GENERAL#Positive};
616,616,Máy ok.nâng cấp lên VOS3 thì khỏi chê.mua hơn 1 tháng rồi xài khỏi chê trong tầm giá,5,1 tuần trước,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
617,617,Hiệu_năng sao kém quá pin 4000 mài sai nhanh hết lướt web Facebook zalo mại cũng chỉ được 12h sử_dụng chán,3,3/9/2019,{BATTERY#Negative};{PERFORMANCE#Negative};
618,618,Máy kém chất_lượng . không xứng_đáng với 15tr bỏ ra . Xài hàng Việt_Nam khả_năng chất_lượng hơn . Nhưng ko hiểu sao vào TGDĐ nhân Viên toàn hướng cho khách_hàng mua sản_phẩm của OPPO,1,25/05/2020,{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
619,619,Máy ngon pin trâu cấu_hình hơi lổi thời nhưng có sạc nhanh củng ok ngon hơn điện_thoại ôppo nhiều,5,23/07/2020,{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};{SER&ACC#Positive};
620,620,Điện_thoại dùng rất tốt . Pin trâu . Rất hài_lòng chơi game rất mượt xem phim rất tốt .,5,17/03/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
621,621,Nhìn_chung về bên ngoài máy đẹp cấu_hình thì mượt khỏi phải chê  muốn rinh em nó về ngay nhưng chưa đủ tiền,5,27/02/2020,{PERFORMANCE#Positive};{DESIGN#Positive};{OTHERS};
622,622,Sao máy e mỗi lần xoá hình_ảnh hay video nó đều bị 1 tập_tin lỗi vậy . Bị riết luôn rồi tập_tin lỗi nó cứ đầy trog máy nhưg vô trong thư_viện hay tập_tin thì k thấy,1,26/06/2020,{PERFORMANCE#Negative};
623,623,"Máy ss A70 năng cấp lên bị lổi không có máy_tính . lên galaxy store , CHplay tải máy_tính về quảng_cáo quá nhiều . máy bị lổi nhìu quá . vân tay cũng không nhậy",2,16/09/2019,{FEATURES#Negative};{PERFORMANCE#Negative};
624,624,Một sản_phẩm quá chán . Cảm_ứng toàn đơ .,1,8/10/2019,{FEATURES#Negative};{GENERAL#Negative};
625,625,"sản_phẩm rất tốt sài rất mượt , pin lâu . chụp hình đẹp , cấu_hình cao chơi game chuẩn .",5,6/7/2018,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
626,626,Máy thì mụot . Nhung nếu ai xài amoled r thì chác k thik màn_hình này dâu . Có 1 diều là loa rất rất tệ lun . Kể_cả dút tai phone vào,4,1 tuần trước,{SCREEN#Negative};{FEATURES#Negative};{PERFORMANCE#Positive};{OTHERS};
627,627,"Thiết_kế sang_trọng , kiểu_dáng gọn , đẹp , điện_thoại mượt_mà , xài rất êm , nhân_viên phục_vụ nhiệt_tình , vui_vẻ . Noi chung e rất hài_lòng về sản_phẩm",4,20/10/2018,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
628,628,Camera trước rất mờ . con pin thì tục nhanh kinh_khủng để không nữa ngày mất 10% pin . còn lại thì tạm được,3,20/07/2019,{CAMERA#Negative};{BATTERY#Negative};{GENERAL#Neutral};
629,629,Sạc pin nóng máy quá . còn cái khác ok tạm dc . Cam không tốt lắm . 4g tạm . Wi-fi tạm,4,2/10/2019,{CAMERA#Negative};{FEATURES#Neutral};{BATTERY#Negative};{GENERAL#Positive};
630,630,Máy yếu ko giống như quảng_cáo chơi liên_quân còn bị giật .. bắn pubg thì lag quậy màn_hình xung_quanh bị nhoè nếu có gửi video tui sẽ gửi cho xem nói_tóm_lại máy ko ngon tui mua 7 ngày muốn đổi lại mà phí 20% cãm thấy ko phục chút nào,1,24/10/2019,{SCREEN#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
631,631,Máy sài OK nhưng ai sài thẻ nhớ đt cũ gắn qua nó không nhận đâu nha . xoá hết thì nó nhận.vs chuyển_đổi từ bộ_nhớ qua thẻ nhớ hơi phức_tạp,5,2 ngày trước,{PERFORMANCE#Negative};{GENERAL#Positive};
632,632,pin thì trâu rồi đó mà chiến game không ngon như nhân_viên tgdd tư_vấn chơi không mượt chúc nào mua đuợc 4 ngày hazzz,3,17/02/2020,{BATTERY#Positive};{PERFORMANCE#Negative};{SER&ACC#Negative};{OTHERS};
633,633,"Ai chê thì chê chứ riêng bản_thân tôi thấy máy sử_dụng rất ok . Về mặt cấu_hình : chiến game rất mượt , rất ưng_ý ... Call_Of duty hay Liên_Quân , PUBG mobile thì quá là chuẩn . Về camera : chụp hình lên rất là đẹp , quay_phim cho xuất file ra cả 1080p . Vân tay cũng nhạy chứ không đến_nỗi tệ , rất hài_lòng .",5,3/5/2020,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
634,634,cài lên android 10 mới được lúc đầu mua về cũng hay bị đo vân tay chậm giờ thì sài được,4,11/8/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
635,635,Hối_hận khi mua ssA70 mở khoá vân tay quá tệ thua ss J7 prim cũ nữa máy xử_lý chậm lướt fb giật giật đổi_mới 2 lần máy khác cung bị chán.đc cái sạc nhanh pin trâu thôi máy khá dài khó bỏ_túi .,1,27/07/2019,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Negative};
636,636,"Máy ngon , đẹp , pin trâu . Mọi thứ đều ok trừ việc mua ốp k ra . Nhân_viên tư_vấn nhiệt_tình .",5,9/3/2020,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
637,637,Mình mới mua.Dùng 1 ngày thấy pin trâu.cũng mượt . Dùng ok . Dùng làm máy phụ cày game ngon . Còn thời_gian sẽ trả_lời về sau máy ntn .  tầm giá đó là ổn,4,1/5/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
638,638,mua đc 5 ngày Nói_chung giá máy này Sài đc tất_cả ổn pin trâu nhung có gam 4G chơi game chạy hơi yếu cho 5 * lùn cô bé tư_vấn Huỳnh_Thị_Thu_Sang Mỹ Long rất dễ_thương nhiệt_tình,5,23/05/2020,{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
639,639,Mình đã xài hơn 1 tháng . máy ổn . Chơi game mượt . nhân_viên nhiệt_tình . Với mức giá này tương_đối tốt,5,2/7/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
640,640,"Giá cao , cấu_hình yếu , camera tệ . Những thứ khác như thiết_kế , màn_hình , âm_thanh , pin thì ổn hơn . Nói_chung máy tâm 5 triệu thì đáng mua .",3,28/04/2019,{SCREEN#Positive};{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Negative};
641,641,"Pin trâu , máy tuyệt_vời , giá ổn , có_điều máy sài mau bị nóng lắm ... nhưng vẫn đánh_giá 5 ⭐ nha ..",5,12/4/2020,{BATTERY#Positive};{PERFORMANCE#Negative};{PRICE#Positive};{GENERAL#Positive};{OTHERS};
642,642,Ram mà 4G là đẹp . Màn_hình full hd thì ngon . Pon 4000mah nhưng nokia fải hơn hẳn các hãng khác pin 5000mah,2,7/6/2020,{SCREEN#Neutral};{BATTERY#Positive};{PERFORMANCE#Neutral};
643,643,Quá tuyệt chụp ảnh nét rất đẹp pin trâu_bò sắc lại nhanh chơi liên_quân tốt ít giật lấy giá tiền rất tuyệt vời.Luon ủng_hộ itel,5,10/10/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
644,644,Đang sài con A51 thật_sự rất tệ . Màn_hình thì mờ không đc sắc nét cho lắm . Ram 8G mà chơi game k mượt tý nào . Mình mua được một tháng không biết đổi cái khác được không,3,4/6/2020,{SCREEN#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
645,645,Tôi khuyên chân_thành ko nên mua a70 .. chỉ khoảng 4 tháng là tuột pin . Cảm_ứng choie game k mượt . 9 tr mà như này k ngon,1,22/05/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};
646,646,"Mới mua bản iphone 7 plus 128GB xài đựoc , bấm liên_tục thấy pin cũng lâu hết , vân tay rất nhạy .",5,4/4/2018,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Neutral};
647,647,"Mình đã dùng được 3 tháng mới có nhận_xét như này : - Nhìn_chung máy tạm được - Wifi bắt hơi yếu - Loa ngoài bị rè , mới dùng được 3 tháng mà đã có vấn_đề rồi .",2,6/8/2020,{FEATURES#Negative};{GENERAL#Neutral};
648,648,"Mỗi cái cằm hơi dày thôi còn lại thì quá tuyệt trong tầm giá Chip mạnh , mát_rượi Pin siêu trâu_bò , sạc lại nhanh nữa 1h50p là đầy rồi . Xứng_đáng danh_hiệu đt quốc_dân 2020 .",5,5/4/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{GENERAL#Positive};
649,649,"xài đc 1 tháng thấy pin ỗn , hình_ảnh cung đẹp , đặc_biệt giá rẻ , đáng mua lắm nha mọi người",5,13/07/2020,{SCREEN#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};
650,650,"Pin trâu , game mượt , có_điều cảm_ứng hơi lệt ... mà họ qua mình coi db nữa tiếng thoát ra chơi game thì hình nền bị đen ứng_dụng còn thì cho mình hỏi máy mình có bị gì ko ... ? ? ? ( từng rớt 1 lần ) ? ? ?",4,9/5/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Neutral};
651,651,"Tốt trong tầm giá dưới 6 triệu . Mình đang dùng , tuy_nhiên rất nhiều quảng_cáo , camera đẹp , nhưng_mà vân tay thì hơi bất_tiện cho bạn nào hay ra mồ_hôi tay .",5,29/07/2020,{CAMERA#Positive};{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};
652,652,"Càng xài càng ra lỗi các bạn , lúc đầu mình bình_luận và cho 5 * , nhưng càng xài càng khó_chịu , lỗi vặt nhiều , nhất_là mình thích chơi game liên_quân , bắt sóng yếu , đang combat lag lên 1 cái , ức_chế lắm . Vk minh thì xài note 8pro , cùng mạng mà 9s lag , 8 pro k lag , mình vừa mua xài gần 3 tuần mình đổi cho vk mình luôn . Mình xài con pro thấy dc hơn , lần đầu cảm_thấy thất_vọng về xiaomi .",3,19/04/2020,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Positive};
653,653,mình mua được hơn một tháng rồi thấy máy dùng ok camera cũng ok pin tụt cũng không phải là nhanh cái này ok  ok nói_chung là máy tầm giá_như vậy là ok,4,10/7/2020,{CAMERA#Neutral};{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};
654,654,Mình mua máy từ 23.3 đến giờ máy ko có vđ gì hết.chạy mượt.pin khoẻ.ko có hiện_tượng như các bạn nói.mình thấy máy này rất tuyệt.cảm ơn dmx .,5,20/02/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
655,655,"Lúc trước tính mua A70 , thấy nhiều người chê . Nhưng mình vẫn mua , về sài mượt đâu có như bình_luận , mình cũng hỏi mấy người đã mua khác vẫn ngon như_vậy . Bởi_vậy , bây jo mua máy mak nhìn comment là k chắc_ăn . Vì nhìu khi hãng đối_thủ chơi_xấu chê_bai các kiểu hạ uy_tín đối_thủ .",4,23/04/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
656,656,"Trước khi mua thấy đánh_giá cũng ngại . Nhưng qd mua , sau 2 tuần sd thấy sp OK . Màn_hình sáng đẹp , pin sài dc 2 ngày ( xem fb hoặc youtube 1h tầm 11% ) khi sạt pin các bạn nên tắt hết các ứng_dụng chạy ngầm khoảng hơn 2h là đầy pin . Chưa thử các game nặng nên ko biết . Dt hơi dày nhưng mình là nam sài vừa tay ( thích ) . Đáng mua☆☆☆☆☆",5,7/8/2020,{SCREEN#Positive};{BATTERY#Neutral};{DESIGN#Positive};{GENERAL#Positive};
657,657,"Đt xài rất ok , mới mua hôm_qua này đã được cập_nhật lên android 10 luôn rồi . Các thao_tác rất mượt_mà trơn_tru , free fire rất ổn , có_khi lag nhẹ để_ý mới cảm_nhận được , pin trâu , chụp hình rất đẹp . Tầm giá này thì mọi người nên mua để xài hằng ngày . Mong sắp tới realme sẽ cập_nhật thêm các chức_năng hay ...",5,6/7/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
658,658,Noi chung là dc máy chơi game ko nóng mấy màu_sắc dẹp mỗi cái camerA lồi ra xấu quá,5,4/4/2020,{SCREEN#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};
659,659,"Tạm ổn trong tầm giá , game liên_quân , pupg mượt ít lag . cam gốc rộng hơi thất_vọng , còn 1 số lỗi về cảm_biến ... Mong sẽ khắc_phục trong các bản cập_nhật sau",5,27/02/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Neutral};{OTHERS};
660,660,Điện_thoại quá kém bắt wifi nhập đúng mật_khẩu mà không được chơi game pubg cứ bị giật với lag mình mua từ hôm_qua đến giờ quá chán hối_hận quá ,1,2 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
661,661,"Máy mình mới máy gần , xài kỹ mà bị chấm 1 miếng trên mạng hình , gần cây sóng , , , , pin thì mau tuột",3,7/1/2020,{BATTERY#Negative};{DESIGN#Negative};
662,662,Thấy thất_vọng về pin vs việc xem phim k được nét . Đt mới mua về mà pin tuột_dốc,2,16/05/2020,{SCREEN#Negative};{BATTERY#Negative};
663,663,"Máy qúa tốt.trong phân khúc.mình không chơi game , chủ_yếu nghe gọi và cv , nên pin phải nói rất trâu.mọi người nên mua , còn nếu ai chơi game nặng thì nên mua những máy có cấu_hình cao hơn.nói chung nokia mình rất hài_lòng .",5,3/4/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
664,664,Tôi đã mua con đt này ngày 15/5/2020 vào game thì bị lỗi không chơi được lướt web thì cứ giật giật túi muốn trả và mua con khác dù mất 20% số tiền,1,15/05/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};{OTHERS};
665,665,"Với pin 5000 mình có_thể dùng cả ngày , không mất tg vừa dùng vừa xạc . Cảm_biến vân tay_trong màn_hình thì phải mất 1s chạm vô mới mở ra được chứ n k có phím như nút home ip đâu mà mấy bạn kêu k nhạy . Nói_chung là rất ok với giá tiền này",5,16/07/2020,{FEATURES#Neutral};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
666,666,"Mua dc 3 ngày .. nói chug dùg 4 đời xiaomi oy .... máy pin trâu_bò vc .. mượt k nóng đâu . Mở 4g chạy áp đi giao hàg cả ngày k nóg tý nào ... cày lq max đồ_hoạ hơi ấm tý , . có chụp ảnh thi hơi kém",5,14/11/2019,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};
667,667,"Máy chạy mượt , bắt wifi tốt , hình chụp rõ nét . Mua đc 1tuan máy chưa thấy lỗi gì . Nói_chung đáng tiền mua .",4,23/06/2018,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Positive};
668,668,"Mua xài quá ok , máy mượt , chụp hình tốt Quả pin trâu . = > hàng độc_quyền tgdd nên giữ giá tốt",5,15/05/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
669,669,Lúc trước mình mua về rất là OK nhưng khoản 1tuần là bi lack lên mạng mấy cứ giật giật sao ấy khởi_động mấy_lại thì xài bình_thường nhưng sau nữa buổi là lại bị lack lên mạng giật giật chữ to chữ nhỏ nhảy loạn_xạ,2,7/8/2020,{PERFORMANCE#Negative};
670,670,"sài bị lỗi che tai thỏ , cảm_thấy bị lỗi ở chức_năng này cảm_thấy mệt mõi haiz",5,26/10/2019,{PERFORMANCE#Negative};
671,671,"Sản_phẩm nhỏ gọn , vừa tay , máy chạy êm , mượt , có_thể sử_dụng khi đi nước_ngoài mà không bị clock máy",5,1/7/2018,{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};
672,672,Mình mua 2 cái oppo reno 2f đến nay được 1 tháng thấy mọi thứ đều ổn không có dấu_hiệu gì tầm trung như_vậy là OK,5,3/8/2020,{PRICE#Neutral};{GENERAL#Positive};
673,673,"Sản_phẩm đẹp , pin dùng lâu sạc nhanh Các chị TGDD trả_góp dễ_thương Camera tuỳ chỉnh nhiều chế_độ Không chơi game nên cấu_hình ok mượt_mà",5,10/6/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
674,674,"mới mua máy đã qua sử_dụng 7420 ngày 11/9 về bỏ danh_bạ và vài ứng_dụng vô pin tuột ào_ào mà lúc mua thấy hở lưng ngay camera mà bạn tư_vấn nói ko sao . loa trong mở hết volume bị rè , máy chạy hồi đơ đơ mặc_dù ko chơi game gì . hjc . máy bị lỗi tgdd kt ko kỷ thâu lại giờ bán ra mình xui mua trúng xài ko đc . đã nghèo còn gặp cái eo . vay_mượn tùm_lum mới mua đuoc cây máy mà bị vậy",2,2 ngày trước,{FEATURES#Negative};{BATTERY#Negative};{SER&ACC#Negative};{OTHERS};
675,675,Sản_phẩm quá tốt so với tầm giá không có gì phải chê cả màn_hình pin trâu thiết_kế đẹp,5,13/02/2020,{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
676,676,"Sản_phẩm dùng ok . Các ứng_dụng tốt , chỉ có_điều không kết_nối được với camera ip ( KP View ) . Còn camera wifi yosee thì kết_nối được , những loại camera khác chưa thử",3,5/3/2020,{FEATURES#Neutral};{PERFORMANCE#Positive};{GENERAL#Neutral};
677,677,"Máy ko coi video hoặc livestream tren facebook dc , tiếng là ram 6g nhung máy chạy đôi_khi bị lag.nói chung la thất_vọng",2,7/1/2020,{PERFORMANCE#Negative};{GENERAL#Negative};
678,678,Cập_nhật mới nhất cho camera ổn_định hơn .. sac pin nhanh hơn .. máy cầm pin cả ngày làm_việc .. tốc_độ nhanh với bản ram 6GB .. tự dộng điều_chỉnh ánh_sáng tốt . 4G hoạt_động ổn_định ở 2 nhà mạng mobi và viettel,5,20/02/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
