,sentence,sentiment,topic
664,"thầy dạy có tâm , nhiệt_tình , chấm điểm công_bằng .",2,0
665,"thầy dạy thêm nhiều kiến_thức hay , chia_sẻ cho lớp nhiều kinh_nghiệm đã từng học và đi làm của thầy , em thấy rất hứng_thú .",2,0
666,"không_gian học thoải_mái , giảng_viên tận_tâm , không tạo nhiều áp_lực cho sinh_viên .",2,0
667,cần nhắc_nhở giáo_viên này và khiển_trách nhiều .,0,0
668,"giảng_viên nhiệt_tình , giảng_dạy rõ_ràng .",2,0
669,"giáo_viên dạy dễ hiểu , thực_hành tốt , kích_thích tư_duy sinh_viên .",2,0
670,"giảng_viên dạy quá nhanh , ít sửa bài_tập .",0,0
671,chấm bài_tập hoặc đồ_án hơi gắt .,0,0
672,"cách dạy thuyết_phục sinh_viên , phù_hợp với sinh_viên .",2,0
673,"quy_định rõ sinh_viên phải học và làm gì ngay từ đầu học_kỳ , tránh đầu học_kỳ yêu_cầu một kiểu , giữa kỳ lại đổi làm sinh_viên khó theo kịp yêu_cầu_môn_học .",0,0
674,thầy có phong_cách giảng bài gần_gũi với sinh_viên .,2,0
675,giảng_viên cho quá nhiều bài_tập .,0,0
676,"dạy nhanh , giải bài_tập nhanh , làm em không theo kịp .",0,0
677,giáo_viên nhiệt_huyết .,2,0
678,"nhiệt_tình , tận_tâm , vui_tính .",2,0
679,"cần đưa ra các ứng_dụng thực_tiễn của môn_học , giúp cho sinh_viên có_thể định_hình được họ có_thể làm được những gì khi kết_thúc môn_học , đồng_thời có_thể áp_dụng kiến_thức môn_học để đáp_ứng yêu_cầu của thị_trường lao_động .",0,1
680,phòng học quá bé và thời_lượng học quá ít .,0,2
681,"giảng_viên dễ_thương , truyền_đạt kiến_thức tốt , dễ hiểu .",2,0
682,cô chấm kỹ quá .,0,0
683,dạy quá số giờ quy_định .,0,0
684,cô dạy rất tận_tâm và dễ hiểu .,2,0
685,chưa tận_tuỵ .,0,0
686,thu_hút em học .,2,3
687,"nên cho nhiều ví_dụ và bài_tập về nhà , cung_cấp tài_liệu thêm cho các sinh_viên muốn tìm_hiểu thêm .",0,1
688,thời_gian trên lớp không hiệu_quả .,2,1
689,"giáo_viên không có khả_năng đứng_lớp , bài giảng dở tệ .",0,0
690,nên có nhiều buổi kiểm_tra trên lớp .,0,1
691,nên giảm số sinh_viên trong 1 lớp .,0,1
692,thầy luôn tích_cực trả_lời thắc_mắc của sinh_viên trên moodle .,2,0
693,thầy có định_hướng dạy rất tốt về công_nghệ hiện_tại .,2,0
694,giáo_viên nói hơi nhỏ .,0,0
695,thầy cần sửa nhiều bài_tập hơn_nữa .,0,0
696,thực_hành không cần phải lên phòng máy nhiều .,0,1
697,mong thầy yêu_thương tất_cả học_trò của mình !,0,0
698,"nhiệt_tình , luôn quan_tâm các sinh_viên trong mỗi buổi dạy .",2,0
699,"truyền_đạt kiến_thức còn quá lan_man , thiếu ví_dụ về hệ_thống thực_tế bên ngoài , truyền_cảm hứng chưa tốt , chưa tạo được niềm vui cho sinh_viên đến lớp .",0,0
700,"giảng_dạy tận_tình , không_khí học_tập thoải_mái , vui_vẻ .",2,0
701,"thầy chỉ đọc trên slide , ít có giảng nội_dung ngoài .",2,0
702,nên có nhiều bài_tập vận_dụng thực_tế vào thực_hành .,0,1
703,sau đó mở vào giờ khuya lúc sinh_viên đi ngủ .,0,0
704,bài_tập chất_lượng .,2,1
705,"tuy có một_số phần khó nhưng thầy giảng và làm ví_dụ rất dễ hiểu , có một tiết thầy giảng bằng tiếng anh rất hay .",2,0
706,"bài giảng được cung_cấp đầy_đủ , hữu_ích .",2,1
707,"trẻ , có nhiều cái mới , hay .",2,0
708,mong cô tiếp_tục dạy như_vậy nữa .,2,0
709,giảng_viên nên cho bài_tập thường_xuyên tuần nào cũng phải trả_bài .,0,0
710,cô dạy hay nhiệt_tình và dễ hiểu .,2,0
711,"giảng kỹ , giảng nhiều phần nâng cao .",2,0
712,giảng_viên hướng_dẫn sinh_động .,2,0
713,nên để ngày học thực_hành chung ngày với lý_thuyết .,0,1
714,thầy rất nhiệt_tình và tận_tâm với sinh_viên !,2,0
715,thời_khoá_biểu thực_hành cần sắp_xếp hợp_lý so với giờ học lý_thuyết .,0,1
716,cô dạy rất nhiệt_tình và quan_tâm đến sinh_viên .,2,0
717,giảng_viên giảng tận_tình .,2,0
718,giáo_viên không đến lớp bữa nào nên em không biết nhận_xét .,1,0
719,vô_cùng tuyệt_vời .,2,3
720,"thầy dạy hơi nhanh , một_vài chỗ lướt hơi nhanh .",0,0
721,thầy dạy nhiệt_tình dễ hiểu .,2,0
722,giáo_viên tận_tình mặc_dù nhiều sinh_viên còn lơ_là .,2,0
723,môn_học khá nhẹ_nhàng cho sinh_viên .,2,1
724,máy_tính trong phòng thực_hành không được tốt cho lắm .,0,2
725,"phòng máy nên đầu_tư đồng_bộ một_chút , tránh hiện_tượng các máy là khác nhau .",0,2
726,thầy dạy đủ để thi .,1,0
727,mong phòng đào_tạo xem_xét để khoá sau học được chất_lượng ạ .,0,1
728,lớp trưởng trách_nhiệm kém .,0,3
729,"cô dạy rất hay , vui_tính và dễ hiểu .",2,0
730,em rất hài_lòng về cách dạy của thầy trong môi_trường đại_học .,2,0
731,"thầy tận_tâm , nhiệt_tình với học_sinh .",2,0
732,thầy hướng_dẫn thực_hành rất không tốt .,0,0
733,"phương_pháp giảng_dạy phù_hợp , giải_quyết thắc_mắc nhanh_chóng .",2,0
734,cần cải_thiện tốc_độ mạng .,0,2
735,thầy hơi khó_chịu .,0,0
736,chưa tổng_quát .,0,0
737,"chỉ được thực_hành hai buổi thi vì_vậy không vận dụng tốt kiến_thức đã học , không đảm_bảo số buổi như lúc bắt_đầu đã thoả_thuận .",0,1
738,khuôn_khổ bài_học chưa truyền được cảm_hứng cho sinh_viên .,0,0
739,đề_nghị giảng_viên chuẩn_bị tốt bài giảng .,0,0
740,cô rất nhiệt_tình và tận_tâm với sinh_viên !,2,0
741,"giáo_viên nhiệt_tình , có trách_nhiệm , truyền_đạt dễ giểu .",2,0
742,được tiếp_xúc môi_trường thực_tế ở các công_ty .,2,3
743,thầy rất vui_tính và dễ gần .,2,0
744,giảng kỹ và chi_tiết .,2,0
745,giáo_viên hướng_dẫn tận_tâm .,2,0
746,"em thấy giáo_viên dạy dễ hiểu , tận_tình .",2,3
747,giọng nói dễ nghe .,2,0
748,một_số vấn_đề còn khó hiểu .,0,1
749,giảng_viên vui_tính nhiệt_tình .,2,0
750,"thầy giảng hơi khó hiểu , giọng đều_đều buồn_ngủ .",0,0
751,cần định_hướng tạo điều_kiện cho sinh_viên giao_lưu các doanh_nghiệp để biết được yêu_cầu của họ về một người kỹ_sư .,0,1
752,"giàu kinh_nghiệm , dễ hiểu , dẫn_chứng cụ_thể .",2,0
753,em nhớ nhất câu phải có sự đấu_tranh mới phát_triển .,2,3
754,"không kiểm_soát được lớp , không tận_tâm chuẩn_bị trước khi lên_lớp .",0,0
755,giáo_viên đúng giờ .,2,0
756,cô dạy nhiệt_tình nhưng hơi nhanh .,0,0
757,em nghĩ thầy nên cho nhiều bài_tập về nhà hơn .,0,0
758,"bám không sát đề thi , lan_man .",2,1
759,không có đề_cương trên khoá học .,0,3
760,giảng_viên nên thông_báo hình_thức ra đề đề mở hay đề đóng để sinh_viên biết và chuẩn_bị tài_liệu để bài kiểm_tra có kết_quả tốt hơn .,0,0
761,đặc_biệt là tránh để thời_gian chết .,0,3
762,giảng_viên hơi khó_tính .,0,0
763,"thầy dạy tận_tâm , nhiệt_tình , truyển đạt dễ hiểu .",2,0
764,"thầy dạy rất kỹ và chi_tiết , rất quan_tâm đến học_sinh .",2,0
765,ít cho học_sinh luyện kỹ_năng nghe nói .,0,1
766,giảng_viên nên giảng chậm lại và phân_tích trọng_tâm từng đề_mục của bài_học .,0,0
767,funny .,2,3
768,quá nhiều lý_thuyết khiến sinh_viên không tiếp_thu kịp vào không biết cách vận_dụng .,0,1
769,mong thầy đổi phương_pháp dạy và cách phản_biện với sinh_viên .,0,0
770,em nghĩ là nhà_trường không nên tổ_chức học thực_hành .,0,1
771,sự_cố này kéo_dài hơn một tháng mới chấm_dứt .,0,3
772,"cô_giáo rất tích_cực trong giảng_dạy , truyền_đạt kiến_thức tới sinh_viên rất hay .",2,0
773,cần thực_hành thêm nhiều bài_tập .,0,1
774,giúp cho sinh_viên tập_trung vào thiết_kế mạng phù_hợp với mục_đích môn_học .,2,0
775,giảng_viên giải_đáp các thắc_mắc tại lớp tận_tình .,2,0
776,thay_vì cho làm kiểm_tra wecode thì cho làm trên lớp thuận_tiện hơn .,0,1
777,"nói to , rõ .",2,0
778,thiếu sự giảng_dạy và khả_năng truyền_đạt không hiệu_quả .,0,0
779,"hướng_dẫn làm đồ_án còn chưa rõ_ràng , chưa hướng_dẫn cho sinh_viên một_cách cụ_thể về các kỹ_năng đứng trước đám đông .",0,0
780,"các bài giảng khó tiếp_thu , hiểu được .",0,1
781,thầy dạy vui_tính .,2,0
782,thầy dạy được .,2,0
783,nhà_trường nên giúp_đỡ thầy trong việc giảng_dạy vì môn này không đúng chuyên_môn của thầy .,0,1
784,cung_cấp nhiều kiến_thức mở_rộng hữu_ích .,2,0
785,"giảng_viên rất nhiệt_tình , tạo mọi điều_kiện cho sinh_viên hoàn_thành tốt môn_học .",2,0
786,thầy rất nhiệt_tình trong việc giảng_dạy và hướng_dẫn sinh_viên .,2,0
787,cách truyền_đạt của cô khá khó hiểu .,0,0
788,"nhiệt_tình , giảng_dạy chi_tiết cụ_thể .",2,0
789,"thầy biết sâu_rộng và có nhiều chủ_đề giảng mang tính thực_tiễn , thực_tế bên cạnh việc giảng_dạy môn giải_tích .",2,0
790,"giảng_viên không hướng_dẫn thực_hành , vào phòng thực_hành làm các bài lab và nộp , không có sự hướng_dẫn , sinh_viên nào chưa hiểu giảng_viên yêu_cầu đến lớp lý_thuyết để hỏi vào phòng thực_hành , giảng_viên ngồi trên máy_tính , sinh_viên bên dưới làm gì tuỳ_thích , đến hạn nộp lab xem như hoàn_thành !",0,0
791,thầy dạy dễ hiểu và dễ tiếp_thu .,2,0
792,em mong_muốn thầy phân_bổ thời_gian dạy hợp_lý hơn .,0,0
793,nên thu nhỏ lớp_học lại .,0,2
794,thường_xuyên cho bài_tập về nhà .,2,0
795,"giáo_viên nên liên_hệ với giáo_viên lý_thuyết , để có nội_dung thực_hành sát với nội_dung giảng_dạy trên lớp .",0,0
796,thầy dạy nhiệt_tình bài_tập và slide hay .,2,0
797,thực_tiễn .,1,1
798,"thầy_giáo nhiệt_tình , tận_tâm .",2,0
799,mong phòng đào_tạo không sắp cho thầy dạy lớp em nữa .,0,0
800,"giảng_viên nhiệt_tình giảng_dạy , giúp_đỡ sinh_viên rất nhiều .",2,0
801,"tận_tâm , kỹ_lưỡng .",2,0
802,"lên báo_cáo thì "" đuổi về "" , thái_độ với sinh_viên quá là tệ .",0,0
803,mong thầy_cô xem_lại mức_độ ra bài_tập hoặc đưa ra hướng_dẫn cụ_thể hơn dành cho sinh_viên .,0,0
804,nên điều_chỉnh môn này thời_gian nhiều hơn .,0,1
805,nội_dung dạy không hấp_dẫn !,0,0
806,rất hay và quá hay .,2,3
807,thầy nên giảng chậm lại để học_sinh dễ hiểu hơn và cho nhiều bài_tập để học_sinh có_thể áp_dụng được .,0,0
808,học patin vui .,2,3
809,"cách trình_bày , diễn_đạt kiến_thức chưa được tốt .",0,0
810,cải_thiện tốc dộ mạng .,0,2
811,"giảng_viên dạy dễ tiếp_thu , nhiệt_tình .",2,0
812,"thầy giảng bài rất tận_tâm , dễ hiểu , nhưng tiết dạy kéo_dài rất ngắn .",0,0
813,"giảng_dạy dễ hiểu , cuốn_hút sinh_viên !",2,0
814,"giảng_viên dạy nhiệt_tình , chu_đáo , tận_tâm , tạo mọi điều_kiện cho sinh_viên phát_triển kỹ_năng suy_luận .",2,0
815,giảng nhanh .,0,0
816,"hiểu được sơ_lược về một hệ_điều_hành , biết được một_số thuật_toán cần_thiết của môn_học .",2,1
817,cho làm bài_tập nhiều hơn_nữa .,0,0
818,cô_giáo dạy hay .,2,0
819,cách dạy khoa_học .,2,0
820,dạy vui_vẻ va nhiệt_tình .,2,0
821,"giảng_viên nhiệt_tình , tận_tình giải_thích khi sinh_viên thắc_mắc .",2,0
822,chưa đảm_bảo thời_gian lên_lớp .,0,0
823,cần tài_liệu chính_thức cho phần lý_thuyết hơn_nữa .,0,1
824,"cô dạy kiến_thức còn sư_phạm , khó áp_dụng thực_tế .",0,0
825,cần trang_bị thêm các rèm che cho các phòng học ở dãy nhà c nhằm tránh tình_trạng không thấy rõ máy_chiếu .,0,2
826,hỗ_trợ nhiều bài_tập giúp nâng cao trình_độ .,0,1
827,"gần_gũi , hoà_đồng , vui_tính .",2,0
828,đây là môn đầu_tiên học thầy và cũng nghe mọi người nói thầy dạy và chấm điểm khó .,0,0
829,dễ_tính .,2,1
830,"có một nhóm seminar và mỗi tuần có một nhóm thực_hiện thuyết_trình , bên cạnh đó khoảng 2 - 3 tuần đầu học_kỳ là giáo_viên nghỉ dạy , thế nên hầu_như là tuần nào cũng có seminar và cách giảng_dạy của giảng_viên là như trên .",0,0
831,nên tăng_cường các kỹ_năng nghe và nói cho sinh_viên .,0,1
832,"giảng_viên tận_tâm , nhiệt_tình với sinh_viên .",2,0
833,"thầy dạy tận_tình , khá rõ_ràng .",2,0
834,đảm_bảo giờ lên_lớp .,2,1
835,nhiệt_tình tận_tâm .,2,0
836,giảng_viên dạy được .,1,0
837,em cảm_ơn thầy nhiều ạ .,1,0
838,giáo_viên thân_thiện .,2,0
839,môn_học nên có thêm phần ví_dụ về áp_dụng thực_tiễn .,0,1
840,"học_tập thoải_mái , không áp_lực .",2,0
841,"nâng cao trang_thiết_bị phòng học doubledot máy_chiếu , quạt , ổ điện .",0,2
842,"thầy giảng_dạy nhiệt_tình , hiệu_quả .",2,0
843,em xin đóng_góp là giáo_viên dạy thực_hành và giáo_viên dạy lý_thuyết cần có sự trao_đổi với nhau để có sự thống_nhất trong nội_dung bài_học cho sinh_viên .,0,0
844,"hay đi trễ , giảng buồn_ngủ .",0,0
845,"bài_tập thầy cho quá dễ và không có tính bắt_buộc nên sinh_viên hay "" ngó lơ "" , lần sau thầy cứ trừ điểm quá_trình là mấy bạn tự_khắc làm liền à colonbigsmile .",0,0
846,"cách giảng bài khó hiểu , vòng_vèo , không theo chủ_đề .",0,0
847,phần speaking rất dễ hiểu .,2,1
848,tiếng anh chuẩn .,2,0
849,phương_pháp giảng_dạy hay .,2,0
850,"tận_tình với sinh_viên , dạy tốt .",2,0
851,"cô dạy rất nhiệt_tình , bài giải đầy_đủ !",2,0
852,thầy biết lắng_nghe ý_kiến từ_học_sinh .,2,0
853,giảng_viên cần có tâm hơn .,0,0
854,truyền_đạt khó hiểu .,0,0
855,nhanh .,1,3
856,thầy dạy thiếu nhiệt_tình .,0,0
857,không up tài_liệu lên courses .,0,0
858,"thầy nhiệt_tình tận_tâm , đề_cập thực_tế và các phương_pháp học dễ hiểu .",2,0
859,ví_dụ không thực_tiễn .,0,1
860,"thầy giảng rất dễ hiểu , hay , có tài_liệu rõ_ràng , đồng_thời có kèm theo bài_tập để luyện_tập .",2,0
861,cái này là bức_xúc với cách xếp lịch học chứ không hề có vấn_đề gì với giảng_viên .,0,1
862,môn_học rất là hữu_ích .,2,1
863,tma qua dạy làm cho thầy thiếu thời_gian nhưng hầu_như thầy dậy rất kỹ .,2,0
864,"giảng dễ hiểu , thu_hút , hấp_dẫn .",2,0
865,giảng_viên giảng nhanh .,0,0
866,nên dùng giáo_trình tập_trung kỹ_năng nghe nói nhiều hơn .,0,1
867,"dạy có tâm_huyết với sinh_viên , giảng và hướng_dẫn làm bài_tập tốt .",2,0
868,"thầy tận_tâm , vui_tính .",2,0
869,thầy cần xem rõ cách dạy trên lớp .,0,0
870,thầy đưa ra những tinh huống thực_tế rất hay .,2,0
871,"thiết_bị phòng lab cũ , chưa đáp_ứng được yêu_cầu thực_hành .",0,2
872,"phòng thực_hành kém chật lượng , quá nhỏ , nhiều bạn thực_hành phải làm bài_tập bên ngoài hành_lang rồi mới vào trong chấm được .",0,2
873,"thầy rất vui , cực_kỳ nhiệt_tình .",2,0
874,thầy thường hay cho nghỉ .,0,0
875,kiến_thức môn_học nhàm_chán .,0,1
876,thầy nghiêm_khắc và nhiệt_tình .,2,0
877,chữ_viết khá nhỏ .,0,3
878,đôi_lúc nói nhanh nghe không kịp .,0,0
879,"giảng_viên vui_tính , có tâm_huyết .",2,0
880,điểm_danh quá nhiều .,0,0
881,nâng cao thiết_bị giảng_dạy .,0,2
882,buổi thực_hành giáo_viên không đi buổi nào .,0,0
883,nhiều hoạt_động giao_lưu với học_sinh .,2,0
884,giảng_viên giảng_dạy khá nhanh khiền nhiều sinh_viên không theo kịp đặc_biệt là phần lý_thuyết .,0,0
885,em không học giáo_viên này ạ !,1,0
886,"tóm_lại , đồ_án cuối kỳ không nên đánh_giá phần nội_dung vì đề_bài đã không thiết_thực thì không_thể_nào bắt sinh_viên làm đạt yêu_cầu được .",0,1
887,"thời_gian_thực hành quá ít , phân_bổ không phù_hợp .",0,1
888,"giáo_viên tận_tình , giảng bài dễ hiểu dễ tiếp_thu .",2,0
889,chỉ_dẫn làm bài chưa hiệu_quả cho sinh_viên .,0,0
890,"thông_báo học quá trễ , qua kỳ thi giữa kỳ 2 - 3 tuần mới có thông_báo học buổi học thực_hành đầu_tiên .",0,1
891,"không ý_kiến , môn_học rất tốt .",2,1
892,đề_nghị nhà_trường nâng_cấp .,0,3
893,hơi đi_sâu vấn_đề khác ( lạc_đề ) .,0,0
894,có các bài_tập hay bài kiểm_tra đánh_giá kiến_thức theo từng tuần .,2,1
895,"thầy cho nghỉ thường_xuyên , nhưng không báo trên hệ_thống của trường mà toàn thông_báo trên facebook của thầy .",0,0
896,"phòng học quá nóng , xin nhà_trường trang_bị thêm quạt cho các phòng học dãy c .",0,2
897,thầy đến lớp trễ và nghỉ nhưng không báo trước .,0,0
898,sửa và giảng bài khá nhanh .,0,0
899,giáo_viên thực_hành và lý_thuyết nên liên_hệ với nhau để hỗ_trợ sinh_viên tốt hơn trong việc học .,0,0
900,thầy nói tiếng anh sinh_viên cũng khó hình_dung được câu nói ( phát_âm ) .,0,0
901,"giảng quá nhanh và quá phức_tạp trong một buổi học , không giải bài_tập hoặc ví_dụ mẫu bao_giờ , nên sinh_viên khó_lòng làm được các hình_thức bài_tập mới và khó .",0,0
902,"thầy rất nhiệt_tình hay , thầy đưa nhiều ví_dụ mẫu cho sinh_viên dễ hiểu và luôn có đề mẫu làm thử khi gần thi giữa kỳ và cuối kỳ .",2,0
903,"lôi_cuốn , thú_vị , biết thêm nhiều kiến_thức lạ , có tính áp_dụng cao .",2,0
904,đề_nghị giảng_viên nên sử_dụng hệ_thống moodle nhiều hơn !,0,0
905,thầy dạy chưa đúng giờ .,0,0
906,nên lắng_nghe ý_kiến của sinh_viên nhiều hơn .,0,0
907,tận_tâm và nhiệt_huyết .,2,0
908,có chuyên_môn cao .,2,0
909,"giảng_dạy nhiệt_tình , đảm_bảo kiến_thức chuyên_sâu .",2,0
910,"thầy dạy không nhiệt_tình , cứ chiếu slide rồi cho sinh_viên chép .",0,0
911,cô giảng quá nhanh .,0,0
912,sự nhiệt_tình của giáo_viên .,2,0
913,thầy hiểu học_sinh cần đạt được kiến_thức gì trong học_kỳ đầu và tạo điều_kiện để học_sinh học_tập .,2,0
914,"nhiệt_tình , vui_tính !",2,0
915,giáo_viên giúp_đỡ học_sinh rất nhiều .,2,0
916,"nhiệt_tình , tâm_huyết với học_sinh .",2,0
917,lịch học phân trùng thời_gian sinh_viên không_thể tham_gia học thực_hành .,0,1
918,đó là hệ_thống máy thực_hành còn kém .,0,2
919,giáo_trình tiếng anh .,0,0
920,"thầy dạy rất hay , nhiệt_tình , dễ hiểu .",2,0
921,"thầy rất tận_tình , cho bài_tập rất nhiều , mở_rộng nhiều kiến_thức cho sinh_viên .",2,0
922,thầy có liên_hệ với thực_tế khiến bài_học dễ tiếp_thu hơn .,2,0
923,"chương_trình dạy hơi khó hiểu , khó tiếp_thu và hơi ít bài_tập để ôn_luyện cho học_sinh .",0,0
924,em cảm_thấy hứng_thú trong tiết học của thầy .,2,0
925,"không_khí thoải_mái , không bị gò_bó về vấn_đề bài_tập , không bị áp_lực .",2,1
926,đôi_khi dạy hơi nhanh khiến học_sinh hơi hoang_mang .,0,3
927,"hơi lan_man , không đi vào trọng_tâm .",0,0
928,cần có biện_pháp để có_thể đánh_giá phù_hợp với thực_lực của sinh_viên hơn .,0,3
929,"giảng_viên truyền_đạt tốt , liên_hệ nhiều kiến_thức bên ngoài .",2,0
930,"cô rất nhiệt_tình , vui_tính .",2,0
931,"thầy giảng_dạy nhiệt_tình , và dễ hiểu .",2,0
932,lượng kiến_thức cho phần kiểm_tra đánh_giá kết_quả học_tập tràn_lan .,0,1
933,giảng_viên phân_tích rõ một_vài vấn_đề giúp hiểu rõ hơn về các ngành fraction khoa .,2,0
934,"giảng_viên dạy đầy_đủ , đúng giờ .",2,0
935,giảng_viên luyện nói rất hiệu_quả .,2,0
936,cần chuẩn_bị thêm trang_thiết_bị để hỗ_trợ kịp_thời trong học_tập và thực_hành .,0,2
937,bài_tập hay và cụ_thể .,2,1
938,"môn tốt_nghiệp mà thấy chỉ cho các nhóm thuyết_trình xong điểm_danh , thầy còn không ý_kiến về cả bài thuyết_trình .",0,1
939,"cô dạy rất nhiệt_tình , tận_tâm và chu_đáo .",0,0
940,"mơ_hồ , không chi_tiết .",0,0
941,nói_chung again 10 fraction 10 .,2,3
942,thời_gian .,1,3
943,thầy dạy chưa đúng với thời_gian_biểu .,0,0
944,"cần có giáo_trình với nhiều ví_dụ rõ_ràng hơn , hiện_tại quá ít ví_dụ để sinh_viên tự học theo .",0,1
945,"slide bài giảng , bài_tập đầy_đủ .",2,1
946,nhưng lại ra đề rất khó .,0,1
947,thầy hơi nóng_tính .,0,0
948,phương_pháp giảng_dạy gây nhàm_chán .,0,0
949,"giảng_viên lên_lớp đúng giờ , chấm điểm công_bằng , có những hình_thức để khuyến_khích sinh_viên đến lớp .",2,0
950,"giảng_viên nhiệt_tình , tận_tâm với công_việc , slide dễ hiểu .",2,0
951,ít bài_tập ôn_tập .,0,1
952,ít trao_đổi với lớp .,0,0
953,hoạt_động seminar chưa tốt .,0,0
954,không có tài_liệu cụ_thể .,0,0
955,thầy dễ_thương !,2,0
956,quá_trình giảng_dạy rất dễ hiểu .,2,0
957,dạy nghiêm_túc .,2,0
958,cô giảng dễ hiểu .,2,0
959,tổng_quan môn_học này không đúc_kết được gì nhiều dù_cho giảng_viên có kiến_thức tốt .,0,1
960,giảng_viên không đảm_bảo giờ lên_lớp .,0,0
961,"thầy giảng rất hay , rất tận_tâm , luôn dạy quá tiết , luôn trả_lời thắc_mắc của sinh_viên .",2,0
962,chú_trọng giao_tiếp .,1,1
963,giảng_viên giảng_dạy tận_tâm nhiệt_tình và chu_đáo .,2,0
964,thầy nên cho làm nhiều bài_tập hơn .,0,0
965,giang viên quá cứng_nhắc .,0,0
966,trong khi đề thi lại có 50% bài_tập .,1,1
967,thầy cung_cấp đủ các tài_liệu giảng_dạy .,2,0
968,"mọi thứ đều tốt , mong thầy chia_sẻ thật nhiều kinh_nghiệm hơn_nữa cho tụi em .",2,0
969,"học_tập bằng việc ghi trên bảng , khá thú_vị .",2,0
970,đảm báo giờ lên_lớp và kiến_thức .,2,0
971,thầy giảng_dạy hay và dễ hiểu .,2,0
972,thêm các ví_dụ minh_hoạ để sinh_viên dễ hiểu hơn về môn_học .,0,1
973,"phòng học quá gần khu thi_công , ồn_ào , mất tập_trung .",0,2
974,tận_tình giúp_đỡ các bạn sinh_viên .,2,0
975,"thầy dạy rất tận_tình , dễ hiểu .",2,0
976,"cô vui_tính , dạy nhiệt_tình .",2,0
977,ví_dụ trường_hợp có hai lớp thực_hành cách nhau một tuần nhưng lại cho ra một deadline bài_tập cùng một thời_điểm .,0,1
978,nên dạy lý_thuyết trước rồi thực_hành sau .,0,1
979,thấy dạy rất hay nhiệt_tình .,2,0
980,bài_tập .,1,1
981,cô nhiệt_tình giải bài_tập để sinh_viên hiểu lý_thuyết kỹ hơn .,2,0
982,sĩ_số sinh_viên trong lớp quá đông với_lại nhiều sinh_viên nhiều ngành khác nhau học nên chất_lượng buổi học không tốt .,0,1
983,dạy cách học hiểu vấn_đề chứ không học_vẹt .,0,0
984,thầy dạy hay và tốt với em .,2,0
985,sự nhiệt_tình của cô .,1,0
986,giảng_dạy vui_vẻ .,2,0
987,rất tận_tâm .,2,0
988,"nhìn cô dễ_thương , giọng cô nghe rất ngọt .",2,0
989,"cô vui , nhiệt_tình , hướng_dẫn tận_tâm , thân_thiện .",2,0
990,bài_tập cực_kỳ khó .,0,1
991,"vui_tính , dạy dễ hiểu , đảm_bảo tiết học lý_thuyết và làm bài_tập trên lớp .",2,0
992,"các bài giảng của giáo_viên dễ hiểu và dễ tiếp_thu , phương_pháp dạy vui_vẻ và nhiệt_tình .",2,1
993,"tổng_hợp ôn_tập tốt , cô_giáo nhiệt tinh .",2,0
994,"thầy dạy rất tốt , đầy_đủ về nội_dung .",2,0
995,rất hài_lòng về tất_cả hoạt_động giảng_dạy .,2,0
996,thầy dạy rất tận_tâm và thương sinh_viên .,2,0
997,"giờ_giấc giảng_dạy không đảm_bảo , giảng_viên hay vắng_mặt không báo trước , không up tài_liệu giảng_dạy lên moodle .",0,0
998,"dạy dễ hiểu , dễ gần .",2,0
999,ngoài_ra còn nói về một_số kiến_thức thực_tế liên_quan đến môn_học .,2,1
1000,"thầy giảng bài rất dễ hiểu , bên cạnh đó còn có các câu_chuyện của cuộc_sống rất ý_nghĩa , mong được học nhiều môn thầy dạy !",2,0
1001,khó tiếp_thu .,0,3
1002,"giảng_viên dạy tương_đối dễ hiểu , có nhiều ví_dụ minh_hoạ cụ_thể .",2,0
1003,"bài giảng của cô khá trừu_tượng , nếu cô có thêm vài ví_dụ rõ_ràng hơn , thì chúng_em sẽ hiểu bài hơn .",0,1
1004,"thầy dạy khá sát thực_tiễn , bài_tập nhiều , hay .",2,0
1005,"phương_pháp giảng_dạy hiệu_quả , giúp cho sinh_viên hiểu rõ được vấn_đề .",2,0
1006,em nghĩ môn_học không cần_thiết ạ !,0,1
1007,cần có thêm nhiều tiết bài_tập .,0,1
1008,bài_tập thực_hành khá nặng so với lý_thuyết tại cùng một thời_điểm .,0,1
1009,"không nên chia giờ học kiểu 2 tiết 1 buổi , như_vậy thời_lượng học mỗi buổi quá ít , gây gián_đoạn cho việc giảng_dạy .",0,1
1010,"giảng bài dễ hiểu , dễ tiếp_thu .",2,0
1011,không có gì để không hài_lòng .,1,3
1012,chương_trình nên cập_nhật thường_xuyên để phù_hợp hơn với thực_tế .,0,1
1013,"giáo_viên vui_vẻ , thân_thiện .",2,0
1014,"tận_tâm , nhiệt_tình và hay liên_hệ thực_tiễn .",2,0
1015,"cô dạy rất dễ hiểu , tận_tình hướng_dẫn học_sinh .",2,0
1016,lớp em học thì máy hay có sự_cố .,0,2
1017,"cô vui_vẻ , nhiệt_tình , hoà_đồng .",2,0
1018,thầy cần có nhiều phương_pháp giảng_dạy hay hơn !,0,0
1019,"cô dạy tốt tận_tình , tài_liệu đầy_đủ .",2,0
1020,"thầy vui_tính , nhiệt_tình với sinh_viên .",2,0
1021,giảng_viên cần nói nhiều hơn khi dạy .,0,0
1022,nên có hướng_dẫn chi_tiết .,0,0
1023,"giảng_viên nhiệt_tình , kỹ_năng truyền_đạt tốt .",2,0
1024,"đầu_tư vật_chất , có nhiều hoạt đông thú_vị .",2,0
